"","PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"8041487","8041487","GPATCH11","G-patch domain containing 11",-0.129888420693635,4.50046468248703,-1.81822760964296,0.0863934548374569,0.517064323888861,-4.42756977593191
"8008388","8008388","SPATA20","spermatogenesis associated 20",0.101180462662649,6.64646445483042,1.81769608156848,0.0864778803904604,0.517064323888861,-4.42835379020588
"7911112","7911112","EFCAB2","EF-hand calcium binding domain 2",0.106869189708044,4.43516887067228,1.8174378266966,0.0865189266031731,0.517064323888861,-4.42873466727314
"7949931","7949931","KMT5B","lysine methyltransferase 5B",-0.0976127357550629,6.91282008394551,-1.81717473543025,0.0865607590958087,0.517064323888861,-4.4291226408489
"8109315","8109315","MYOZ3","myozenin 3",0.123782734582894,9.61750261270545,1.81710551752112,0.0865717679535165,0.517064323888861,-4.42922470854638
"7940191","7940191","STX3","syntaxin 3",0.0984864920637207,5.75990564593863,1.81702096054178,0.0865852181038032,0.517064323888861,-4.42934939157022
"8149705","8149705","MIR320A","microRNA 320a",-0.127554198984354,4.98910813759228,-1.81692238480793,0.0866009004803679,0.517064323888861,-4.42949474109712
"7934513","7934513","AP3M1","adaptor related protein complex 3 subunit mu 1",-0.094892107546908,7.09035349246976,-1.81690739145345,0.0866032859861244,0.517064323888861,-4.42951684828831
"8032037","8032037","SHC2","SHC adaptor protein 2",0.115239560319943,5.1838078357221,1.81630142792301,0.0866997456544822,0.517431088106003,-4.43041022138447
"8102619","8102619","ANXA5","annexin A5",0.148901574322572,8.32046350834573,1.81581987863458,0.0867764678562817,0.517636690382359,-4.43112003180464
"7949503","7949503","EFEMP2","EGF containing fibulin extracellular matrix protein 2",0.105018594431306,6.46410617632599,1.8156453807846,0.0868042842107577,0.517636690382359,-4.43137721379457
"8133345","8133345","BUD23","BUD23 rRNA methyltransferase and ribosome maturation factor",-0.0959454998469109,7.34276903624482,-1.81480042089935,0.0869390883813073,0.517736189918302,-4.43262232182705
"8136293","8136293","EXOC4","exocyst complex component 4",-0.0878068670508796,8.4363571788475,-1.81467769296077,0.0869586835738977,0.517736189918302,-4.43280313866082
"8155312","8155312","DCAF10","DDB1 and CUL4 associated factor 10",-0.101919205558931,6.74971299905549,-1.81454112049263,0.0869804937941582,0.517736189918302,-4.43300434345944
"8112803","8112803","LHFPL2","LHFPL tetraspan subfamily member 2",0.151668634689174,5.22348679130956,1.81442062502221,0.0869997405539168,0.517736189918302,-4.43318185468597
"7956200","7956200","MYL6B","myosin light chain 6B",0.167375259832442,8.07447753110093,1.81416113473758,0.0870412016758286,0.517736189918302,-4.43356410383716
"8108238","8108238","SMAD5","SMAD family member 5",-0.0923856929498807,7.49058430788468,-1.81409809657577,0.0870512764751098,0.517736189918302,-4.43365695851233
"8119712","8119712","SRF","serum response factor",-0.0972586503912867,7.82889088745205,-1.81363627257212,0.0871251167169812,0.517736189918302,-4.43433715710428
"8162231","8162231","SEMA4D","semaphorin 4D",0.127709007038503,6.53792998214581,1.81350819715879,0.0871456042116205,0.517736189918302,-4.43452577326129
"8008029","8008029","TBX21","T-box transcription factor 21",-0.122672470635352,4.4055025800189,-1.81339275743723,0.0871640740710195,0.517736189918302,-4.43469577343345
"8180327","8180327","BAGE3","BAGE family member 3",-0.105439048929168,6.94530463526551,-1.81334648648867,0.0871714781888036,0.517736189918302,-4.43476391150708
"8109407","8109407","GALNT10","polypeptide N-acetylgalactosaminyltransferase 10",0.1368106715314,5.83624475583759,1.8125938492331,0.0872919901728774,0.517739244224663,-4.43587207716194
"7956670","7956670","USP15","ubiquitin specific peptidase 15",-0.104398336030901,8.34594034031755,-1.81257779088786,0.0872945630217092,0.517739244224663,-4.43589571782389
"8004152","8004152","WSCD1","WSC domain containing 1",-0.150326885052472,5.32259626384886,-1.81206953814423,0.0873760290718498,0.517739244224663,-4.43664388309058
"7897803","7897803","PLOD1","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",0.130639425389639,6.97175480365191,1.81166401037361,0.0874410775566981,0.517739244224663,-4.43724073539597
"7983360","7983360","B2M","beta-2-microglobulin",0.182752781567938,9.16975090638802,1.8115001183056,0.0874673786427849,0.517739244224663,-4.43748192557334
"8179648","8179648","GNL1","G protein nucleolar 1 (putative)",0.0988256899197273,4.96344226148714,1.81149972498765,0.0874674417700491,0.517739244224663,-4.43748250437875
"8064637","8064637","C20orf194","chromosome 20 open reading frame 194",0.101215052115095,6.75946973382752,1.8114561160362,0.0874744412252635,0.517739244224663,-4.43754667865961
"8086669","8086669","PRSS45P","serine protease 45, pseudogene",-0.209313163288276,6.11569498275542,-1.81122908247113,0.0875108891929539,0.517739244224663,-4.43788076154838
"8069676","8069676","ADAMTS1","ADAM metallopeptidase with thrombospondin type 1 motif 1",0.196686200633031,6.38422133295729,1.81094308776758,0.0875568217527203,0.517739244224663,-4.43830156757782
"8164649","8164649","PRRC2B","proline rich coiled-coil 2B",0.111652599058818,4.14555787249113,1.81087252702487,0.0875681575084368,0.517739244224663,-4.43840538235164
"8165430","8165430","SAPCD2","suppressor APC domain containing 2",-0.122573119544161,4.05633954883345,-1.81073831790379,0.0875897220866033,0.517739244224663,-4.43860283456188
"7940891","7940891","DNAJC4","DnaJ heat shock protein family (Hsp40) member C4",0.105624156218602,6.25918032604393,1.81072037682079,0.0875926051937874,0.517739244224663,-4.43862922925972
"7943969","7943969","HTR3A","5-hydroxytryptamine receptor 3A",-0.137412897720106,3.79662490761918,-1.81023545719596,0.0876705626599387,0.51796632120116,-4.43934257220522
"8146544","8146544","UBXN2B","UBX domain protein 2B",-0.159112216000367,6.4332154808499,-1.80997773336756,0.0877120200672784,0.51796632120116,-4.43972164702461
"8104930","8104930","SLC1A3","solute carrier family 1 member 3",-0.172552694611523,6.77657436343583,-1.80982732901185,0.0877362220327197,0.51796632120116,-4.43994285396853
"8086949","8086949","CCDC51","coiled-coil domain containing 51",0.117168281168619,4.8648373284658,1.80889228998266,0.0878868131487709,0.518562735656068,-4.44131779123376
"7992954","7992954","TRAP1","TNF receptor associated protein 1",0.105302762539611,4.48484823357198,1.80876420137189,0.0879074598932227,0.518562735656068,-4.44150610417779
"7987701","7987701","SPTBN5","spectrin beta, non-erythrocytic 5",-0.106113608246184,4.02472920566482,-1.80818718507959,0.0880005225604672,0.518904478539186,-4.44235431211612
"8095545","8095545","RUFY3","RUN and FYVE domain containing 3",0.120141531375897,6.93891742786968,1.80795925563698,0.0880373074131104,0.518914232960516,-4.44268931721542
"8073929","8073929","TAFA5","TAFA chemokine like family member 5",-0.122567745537843,4.94635516857626,-1.80767756786648,0.0880827867980115,0.518975206937945,-4.44310329678796
"8001666","8001666","CSNK2A2","casein kinase 2 alpha 2",0.0982179322437746,7.71161694294107,1.80690986059711,0.0882068402160571,0.519340752420654,-4.4442313355546
"7923778","7923778","ELK4","ETS transcription factor ELK4",0.0912911632286866,6.75092434008936,1.80685848291416,0.0882151477776333,0.519340752420654,-4.44430681669078
"8112584","8112584","ZNF366","zinc finger protein 366",0.126544887220007,5.52412355139259,1.80638960516753,0.0882909951105934,0.519400851217012,-4.44499559994031
"7988605","7988605","COPS2","COP9 signalosome subunit 2",-0.119859101860669,9.7833519120168,-1.80636063528095,0.0882956832581353,0.519400851217012,-4.44503815297601
"7975799","7975799","FLVCR2","FLVCR heme transporter 2",0.155212290463988,5.34495067445666,1.80532205049953,0.0884638999472954,0.519915716340168,-4.44656340496963
"7954591","7954591","MRPS35","mitochondrial ribosomal protein S35",-0.116760520603192,7.38010868810635,-1.80515440807155,0.0884910788521715,0.519915716340168,-4.44680954854872
"8134644","8134644","ZSCAN25","zinc finger and SCAN domain containing 25",-0.0988194787662451,6.05535294141944,-1.80497648233968,0.0885199329396153,0.519915716340168,-4.44707077435542
"8095751","8095751","PARM1","prostate androgen-regulated mucin-like protein 1",-0.161333334498521,7.75410916333155,-1.80494820588667,0.0885245192712399,0.519915716340168,-4.44711228753384
"8107234","8107234","MAN2A1","mannosidase alpha class 2A member 1",-0.0963492228427754,7.16685856789525,-1.80470355961374,0.088564208653962,0.519915716340168,-4.4474714394027
"8009913","8009913","MYO15B","myosin XVB",0.158044430976376,6.06785650923374,1.80451753399347,0.0885943983500238,0.519915716340168,-4.44774451211915
"8137942","8137942","TNRC18","trinucleotide repeat containing 18",0.125468259605504,6.10628938156093,1.80391074895315,0.0886929349099169,0.5201723975321,-4.44863510218107
"7908169","7908169","RNF2","ring finger protein 2",0.0898155733097639,6.21243838457302,1.80367393775057,0.0887314170283289,0.5201723975321,-4.44898262123322
"8097335","8097335","HSPA4L","heat shock protein family A (Hsp70) member 4 like",-0.185894255977005,5.53453860460033,-1.80324029406995,0.0888019226174947,0.5201723975321,-4.44961891320134
"8092169","8092169","TNFSF10","TNF superfamily member 10",0.117851795297906,8.54115012016938,1.80303890719047,0.0888346825578519,0.5201723975321,-4.44991437709542
"8087234","8087234","ARIH2OS","ARIH2 opposite strand lncRNA",-0.137306608743982,4.83915087816036,-1.80282096181898,0.0888701480320556,0.5201723975321,-4.45023411030967
"8072382","8072382","OSBP2","oxysterol binding protein 2",-0.116637522263625,4.99459628508474,-1.80276960429891,0.0888785070651368,0.5201723975321,-4.45030944983162
"7963577","7963577","SPRYD3","SPRY domain containing 3",-0.11558922316157,5.80350708478822,-1.8027318791336,0.0888846477131556,0.5201723975321,-4.45036479031198
"8036563","8036563","CAPN12","calpain 12",-0.119681580877605,3.99638951061321,-1.80205432522744,0.0889949987058968,0.520611931043486,-4.45135859047925
"7919715","7919715","ANP32E","acidic nuclear phosphoprotein 32 family member E",-0.158331847255869,6.17515353622158,-1.80182146263403,0.0890329519931951,0.520627764802646,-4.45170008435871
"8146649","8146649","MTFR1","mitochondrial fission regulator 1",-0.0910093040739914,6.39417506195838,-1.80092855198627,0.0891786152333817,0.521273179901971,-4.45300927258077
"7993713","7993713","IQCK","IQ motif containing K",0.163269386586734,6.17985616406381,1.80061011563252,0.0892306132257852,0.521312160060059,-4.45347606177947
"8144931","8144931","ATP6V1B2","ATPase H+ transporting V1 subunit B2",-0.120816419723909,8.58855810755655,-1.80017752978542,0.0893012934350213,0.521312160060059,-4.45411009345079
"7933237","7933237","ZFAND4","zinc finger AN1-type containing 4",-0.0939689944162501,5.49701188694757,-1.79973044029105,0.0893743949422154,0.521312160060059,-4.4547652775929
"8049166","8049166","CHRNG","cholinergic receptor nicotinic gamma subunit",0.271620674732191,7.11703575066266,1.79942174572904,0.0894248987358179,0.521312160060059,-4.45521758943018
"8121784","8121784","FABP7","fatty acid binding protein 7",-0.206358371035143,3.60308581414,-1.79899895093426,0.0894941104047874,0.521312160060059,-4.45583700279553
"8166989","8166989","KRBOX4","KRAB box domain containing 4",0.103208372471721,5.86564200653135,1.79891025920875,0.0895086352274562,0.521312160060059,-4.45596692801295
"8031047","8031047","MYADM","myeloid associated differentiation marker",0.153936680951134,7.60116098542547,1.79889181624494,0.0895116558449981,0.521312160060059,-4.45599394472899
"8059319","8059319","FARSB","phenylalanyl-tRNA synthetase subunit beta",-0.131595853390298,8.79902638351266,-1.79884655633863,0.0895190689619268,0.521312160060059,-4.45606024425721
"8089647","8089647","USF3","upstream transcription factor family member 3",-0.10486157660508,8.93762252194146,-1.79832661729093,0.0896042683283762,0.521312160060059,-4.45682180464824
"8059852","8059852","MSL3P1","MSL complex subunit 3 pseudogene 1",0.241913223513314,4.18738884321852,1.79825309787777,0.0896163212543182,0.521312160060059,-4.45692947764894
"8047356","8047356","NIF3L1","NGG1 interacting factor 3 like 1",-0.104477857210558,5.94545854300905,-1.7980487652846,0.0896498274248003,0.521312160060059,-4.45722871814085
"7935968","7935968","LDB1","LIM domain binding 1",-0.104450972433686,9.00866683075872,-1.79784153575474,0.0896838198381451,0.521312160060059,-4.45753217828295
"7902789","7902789","HS2ST1","heparan sulfate 2-O-sulfotransferase 1",0.118455423737308,5.15960513240131,1.79735944565025,0.0897629420494941,0.521312160060059,-4.45823804621125
"8026971","8026971","IFI30","IFI30 lysosomal thiol reductase",0.258107096049064,5.45286367208139,1.79707474544814,0.089809696690038,0.521312160060059,-4.45865484077627
"8029413","8029413","ZNF227","zinc finger protein 227",-0.124172670548838,5.59891881601079,-1.79659480588657,0.0898885626272308,0.521312160060059,-4.45935736290131
"8010804","8010804","NARF","nuclear prelamin A recognition factor",-0.0932313317583944,7.39477755039016,-1.79656252424184,0.089893869475965,0.521312160060059,-4.45940461143746
"8010629","8010629","CCDC137","coiled-coil domain containing 137",0.130721550362501,4.92604742398889,1.79653332764764,0.0898986694029272,0.521312160060059,-4.45944734410518
"8133688","8133688","SNORA14A","small nucleolar RNA, H/ACA box 14A",-0.183211286056937,7.33893381759745,-1.79645638220191,0.0899113203275394,0.521312160060059,-4.4595599606725
"8122182","8122182","TBPL1","TATA-box binding protein like 1",-0.134359587210185,5.08513713125291,-1.79615365631103,0.0899611078994952,0.521312160060059,-4.46000299636351
"7915485","7915485","EBNA1BP2","EBNA1 binding protein 2",0.104181955577016,6.21818059382782,1.79580467350661,0.0900185330337171,0.521312160060059,-4.4605136674805
"7949592","7949592","RIN1","Ras and Rab interactor 1",0.1209497685523,4.79317502431309,1.7954334652898,0.0900796505870348,0.521312160060059,-4.46105678960451
"7994506","7994506","NFATC2IP","nuclear factor of activated T cells 2 interacting protein",-0.0831190101877421,6.70599879781864,-1.79536959452273,0.0900901702482367,0.521312160060059,-4.46115023273657
"7998405","7998405","SSTR5-AS1","SSTR5 antisense RNA 1",-0.200431446342203,5.22855157929936,-1.79520098504141,0.0901179457828276,0.521312160060059,-4.46139689841462
"8100231","8100231","TEC","tec protein tyrosine kinase",0.109819800849206,4.50270226217558,1.79514637799854,0.0901269429684503,0.521312160060059,-4.46147678201015
"7915156","7915156","POU3F1","POU class 3 homeobox 1",-0.105772536100525,5.19332209430079,-1.79507151345717,0.0901392791056851,0.521312160060059,-4.46158629730978
"8072979","8072979","POLR2F","RNA polymerase II, I and III subunit F",-0.112706421794351,7.63318648090146,-1.79496464813888,0.0901568908743242,0.521312160060059,-4.46174261960658
"8078999","8078999","ZNF620","zinc finger protein 620",0.121863482067822,4.9174849625682,1.79480059884846,0.0901839326186784,0.521312160060059,-4.46198257853057
"8038163","8038163","RASIP1","Ras interacting protein 1",0.122876648478207,5.72986164809822,1.79477324072293,0.0901884429994333,0.521312160060059,-4.46202259452641
"7937287","7937287","PSMD13","proteasome 26S subunit, non-ATPase 13",-0.102529598375692,7.34060626883405,-1.79448594423217,0.0902358198886783,0.521312160060059,-4.46244279111796
"8156263","8156263","SPIN1","spindlin 1",0.161625027703595,6.585363106314,1.79418768181078,0.0902850281746789,0.521312160060059,-4.46287897945265
"7950119","7950119","LAMTOR1","late endosomal/lysosomal adaptor, MAPK and MTOR activator 1",-0.112109344433346,7.46462216664921,-1.79409799667998,0.0902998293069176,0.521312160060059,-4.46301012846009
"7959657","7959657","ATP6V0A2","ATPase H+ transporting V0 subunit a2",-0.10844720913784,5.65613222714562,-1.79400815569886,0.0903146582894652,0.521312160060059,-4.46314150103913
"8058552","8058552","IDH1","isocitrate dehydrogenase (NADP(+)) 1",-0.134798841809605,7.21673655993109,-1.79354218257489,0.0903916051391608,0.521364772359991,-4.46382281416568
"7999291","7999291","C16orf89","chromosome 16 open reading frame 89",-0.126117552848135,4.08911612262805,-1.79342047237292,0.0904117127791577,0.521364772359991,-4.46400075104264
"7972297","7972297","ABCC4","ATP binding cassette subfamily C member 4",0.148925351780182,6.51608214708766,1.79331184310676,0.090429662635319,0.521364772359991,-4.46415955723653
"7979615","7979615","SPTB","spectrin beta, erythrocytic",-0.144813006585677,7.93809752651112,-1.79246759466766,0.0905692722619991,0.521932136807115,-4.46539355609304
"7916928","7916928","ANKRD13C","ankyrin repeat domain 13C",-0.106820662794849,7.09606334011371,-1.79214315365664,0.0906229737900867,0.521932136807115,-4.46586767454267
"8042468","8042468","ANXA4","annexin A4",0.126340821045113,6.13680151813683,1.79207610230148,0.0906340756150734,0.521932136807115,-4.46596565227297
"8013947","8013947","CORO6","coronin 6",0.0929697468667019,9.5309600118095,1.79149024687553,0.0907311274937108,0.522287406161185,-4.46682162132677
"7938035","7938035","TRIM22","tripartite motif containing 22",0.193396440133118,5.84996095167577,1.79124361035741,0.0907720121004496,0.52231920168903,-4.46718191646129
"7948864","7948864","STX5","syntaxin 5",-0.109454620372968,5.87879653707128,-1.79089170521079,0.0908303748567912,0.522451505844884,-4.46769593494844
"7937175","7937175","TUBGCP2","tubulin gamma complex associated protein 2",-0.0790441989496928,6.38172046173137,-1.79046456366679,0.0909012595283265,0.522547159929536,-4.46831975965502
"8138442","8138442","TWIST1","twist family bHLH transcription factor 1",0.110885687025764,5.17778202120954,1.79035409345309,0.0909196000735192,0.522547159929536,-4.46848108139668
"8039166","8039166","MBOAT7","membrane bound O-acyltransferase domain containing 7",0.103524274261374,5.4292079980168,1.7899611505432,0.0909848636937869,0.522547159929536,-4.46905485008097
"8165345","8165345","ABCA2","ATP binding cassette subfamily A member 2",0.106859195388751,6.04057387332426,1.78993919817283,0.0909885109565207,0.522547159929536,-4.46908690211281
"8129522","8129522","MED23","mediator complex subunit 23",-0.115811514023566,7.45731471811864,-1.78895578719754,0.0911520304113458,0.523282798758643,-4.47052248612219
"8164131","8164131","SCAI","suppressor of cancer cell invasion",-0.109573840659531,6.67962507509854,-1.78814481322234,0.0912870707489014,0.523854437463878,-4.47170595422511
"8094259","8094259","LAP3","leucine aminopeptidase 3",0.109019859909155,6.59426915343038,1.78792425334674,0.0913238278020276,0.523861848723786,-4.47202775964366
"7912157","7912157","ERRFI1","ERBB receptor feedback inhibitor 1",0.206183216780688,6.30758497369724,1.78751683590116,0.0913917593435243,0.524048011359937,-4.47262212848944
"8093219","8093219","BDH1","3-hydroxybutyrate dehydrogenase 1",-0.1873954505225,5.75971235991895,-1.78719167504052,0.0914460073770306,0.524135275575308,-4.47309643144641
"8030908","8030908","ZNF480","zinc finger protein 480",-0.0940314850879238,7.18673473663858,-1.78700031487948,0.0914779460045456,0.524135275575308,-4.47337553642919
"7986195","7986195","SV2B","synaptic vesicle glycoprotein 2B",0.115706999271008,4.71821774648661,1.78641039189389,0.0915764674450635,0.524287859093146,-4.47423583376113
"8121502","8121502","GTF3C6","general transcription factor IIIC subunit 6",0.0927288319461841,8.35062998676825,1.78628026076648,0.0915982127782904,0.524287859093146,-4.47442558147313
"8019687","8019687","ANAPC11","anaphase promoting complex subunit 11",-0.120515099228029,6.08222488336392,-1.78620339270842,0.0916110598009214,0.524287859093146,-4.47453766056797
"8108697","8108697","PCDHB5","protocadherin beta 5",-0.143095611047398,5.35254234998673,-1.78589218306307,0.0916630886303709,0.524382448551204,-4.47499139374232
"8157153","8157153","PALM2AKAP2","PALM2 and AKAP2 fusion",0.15029840120966,5.46758647059515,1.78532536434974,0.0917579172200623,0.524721717095447,-4.4758176618774
"7952046","7952046","MPZL2","myelin protein zero like 2",0.208882333793605,3.8510025606583,1.7849474830953,0.0918211842701004,0.524880306831909,-4.47636841391548
"8133442","8133442","LAT2","linker for activation of T cells family member 2",0.0941353745501541,4.89628273114641,1.78406747402588,0.0919686682663593,0.525082436672844,-4.47765070485677
"7924987","7924987","AGT","angiotensinogen",-0.121076210785691,6.9301472821038,-1.7838744757053,0.0920010412443441,0.525082436672844,-4.4779318732281
"8028219","8028219","ZNF420","zinc finger protein 420",-0.104103011219455,5.03004454005821,-1.78324904288256,0.0921060179729141,0.525082436672844,-4.47884289256922
"7953520","7953520","LRRC23","leucine rich repeat containing 23",0.167207637946245,4.93673763806468,1.78320559750746,0.0921133140152517,0.525082436672844,-4.47890616820469
"7944216","7944216","ATP5MG","ATP synthase membrane subunit g",-0.103375455121475,9.63353408479995,-1.78283082022213,0.0921762735857535,0.525082436672844,-4.47945196687406
"7932964","7932964","C1D","C1D nuclear receptor corepressor",-0.152095554125771,7.02981275827815,-1.78278086188236,0.0921846690250533,0.525082436672844,-4.47952471686173
"7955055","7955055","SLC48A1","solute carrier family 48 member 1",-0.111420391074355,6.9537349691261,-1.78274718016711,0.0921903295741639,0.525082436672844,-4.47957376385336
"8180373","8180373","SUMO1","small ubiquitin like modifier 1",0.113992895125649,6.11568701966695,1.78255652827135,0.0922223762578938,0.525082436672844,-4.47985137774221
"8052418","8052418","PUS10","pseudouridine synthase 10",-0.111310581652871,5.8199715083926,-1.78234855004383,0.0922573464265291,0.525082436672844,-4.4801541985713
"7900413","7900413","ZMPSTE24","zinc metallopeptidase STE24",-0.138390875783586,6.77926644266216,-1.78203895298046,0.0923094245951591,0.525082436672844,-4.48060493524834
"7948900","7948900","SNORD30","small nucleolar RNA, C/D box 30",-0.169839318224574,5.90599483186485,-1.78194723952143,0.0923248568977893,0.525082436672844,-4.48073844922077
"8115562","8115562","RNF145","ring finger protein 145",-0.14008743269661,6.02098033264067,-1.78169313090361,0.0923676266412074,0.525082436672844,-4.48110834986961
"7985253","7985253","ST20-AS1","ST20 antisense RNA 1",0.125314084102052,4.51384675985983,1.7815811741592,0.0923864758920117,0.525082436672844,-4.48127131188028
"8021716","8021716","TIMM21","translocase of inner mitochondrial membrane 21",-0.115284151040599,7.70932985979032,-1.78130592919104,0.0924328309474005,0.525082436672844,-4.48167192410785
"7981273","7981273","CCDC85C","coiled-coil domain containing 85C",-0.230604830491567,5.23901079061875,-1.78116384748829,0.0924567674201815,0.525082436672844,-4.48187870443737
"8168412","8168412","JPX","JPX transcript, XIST activator",-0.139016737763764,5.68776597265999,-1.78104485595407,0.0924768180640271,0.525082436672844,-4.4820518717915
"7989619","7989619","PPIB","peptidylprolyl isomerase B",0.137112246432043,7.79028897898264,1.78084733886362,0.0925101090268464,0.525082436672844,-4.48233929976763
"8059748","8059748","ECEL1","endothelin converting enzyme like 1",-0.117677271677191,4.34023914406501,-1.78083864975099,0.0925115737932935,0.525082436672844,-4.48235194372734
"8014679","8014679","SRCIN1","SRC kinase signaling inhibitor 1",-0.120732682695357,3.92041054925675,-1.78071772900251,0.0925319601015107,0.525082436672844,-4.48252789727116
"8139500","8139500","TNS3","tensin 3",0.119646506568309,6.3649170730204,1.78037761027751,0.0925893225477338,0.525206176402679,-4.48302276647677
"8104141","8104141","PLEKHG4B","pleckstrin homology and RhoGEF domain containing G4B",-0.104456310903839,3.853829937234,-1.77970487750627,0.0927028732330228,0.525648422466403,-4.48400140089622
"7971208","7971208","KBTBD6","kelch repeat and BTB domain containing 6",-0.10953125094527,5.22658901638549,-1.77858332164123,0.0928924512836043,0.526479969632937,-4.4856323990372
"8169459","8169459","SNORA35","small nucleolar RNA, H/ACA box 35",0.103284559562606,4.01703450525501,1.77841572304416,0.0929208097510709,0.526479969632937,-4.48587606699848
"8121838","8121838","TPD52L1","TPD52 like 1",-0.113974197343135,8.55027746061877,-1.77816320283864,0.0929635516290476,0.526520176807002,-4.48624317183895
"8088128","8088128","DCP1A","decapping mRNA 1A",-0.082192658837041,7.21746783001364,-1.77754083123854,0.093068968312014,0.526870343826303,-4.4871478055339
"7907183","7907183","C1orf112","chromosome 1 open reading frame 112",-0.165938488253037,4.43569591268612,-1.77720312829968,0.093126211770905,0.526870343826303,-4.48763857767694
"8165974","8165974","CLCN4","chloride voltage-gated channel 4",-0.105476679980828,7.27602476624035,-1.77716671713314,0.0931323856022259,0.526870343826303,-4.48769148908011
"8118218","8118218","CSNK2B","casein kinase 2 beta",0.103473129825773,9.31882701174131,1.77607387174999,0.0933178534738495,0.52764462953864,-4.48927923743123
"8172453","8172453","TIMM17B","translocase of inner mitochondrial membrane 17B",-0.119858426113798,5.95273539865969,-1.7755634654396,0.0934045854372856,0.52764462953864,-4.49002056245297
"7990528","7990528","SNUPN","snurportin 1",0.0837092055422293,6.43582842583426,1.77545373268827,0.0934232412141271,0.52764462953864,-4.49017992213432
"8130116","8130116","LATS1","large tumor suppressor kinase 1",-0.0990093994192334,7.06544801718009,-1.77514429625336,0.0934758663356338,0.52764462953864,-4.49062926673658
"8003145","8003145","LOC654780","splicing factor proline/glutamine-rich",-0.191758081207434,3.77026609997911,-1.77500584390421,0.0934994209757333,0.52764462953864,-4.49083030186933
"8026513","8026513","TPM4","tropomyosin 4",0.147376155047047,6.77410015994116,1.77464282561958,0.0935612051998437,0.52764462953864,-4.49135736096537
"7935730","7935730","CWF19L1","CWF19 like cell cycle control factor 1",-0.143947412474689,5.96671020106742,-1.77454672868622,0.0935775664674445,0.52764462953864,-4.49149687020158
"8157922","8157922","LMX1B","LIM homeobox transcription factor 1 beta",0.153225406199454,4.21536647352349,1.77452107218312,0.093581935113565,0.52764462953864,-4.49153411631666
"7913582","7913582","ZNF436","zinc finger protein 436",0.126693165604869,6.28058416546344,1.77414483905085,0.0936460184365634,0.52764462953864,-4.4920802611435
"7997633","7997633","USP10","ubiquitin specific peptidase 10",-0.0911805919847399,8.19457579336383,-1.77408638036156,0.0936559790693672,0.52764462953864,-4.49216511360595
"8125941","8125941","SRPK1","SRSF protein kinase 1",-0.104460286269368,7.15561701507266,-1.77393580266526,0.0936816398919496,0.52764462953864,-4.49238366772388
"7958532","7958532","UBE3B","ubiquitin protein ligase E3B",-0.107890355812851,8.10896774238665,-1.77348796712991,0.0937579944167178,0.52764462953864,-4.49303360003782
"7897890","7897890","VPS13D","vacuolar protein sorting 13 homolog D",-0.0935028016187305,7.96461795260426,-1.77323422894238,0.0938012800607482,0.52764462953864,-4.49340179532107
"8019559","8019559","B3GNTL1","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1",-0.113342724132001,4.29001430915196,-1.7732314053029,0.0938017618484622,0.52764462953864,-4.49340589246022
"7979455","7979455","RTN1","reticulon 1",0.104196906359572,3.91832997783349,1.77316872068585,0.0938124580611392,0.52764462953864,-4.49349684757004
"8017850","8017850","WIPI1","WD repeat domain, phosphoinositide interacting 1",-0.083120285873326,8.96718695101093,-1.77275591780942,0.0938829234157026,0.52764462953864,-4.4940957692852
"7915733","7915733","PRDX1","peroxiredoxin 1",-0.1049677598693,9.11849871810742,-1.77230688274141,0.0939596260298064,0.52764462953864,-4.49474715358854
"8083075","8083075","PXYLP1","2-phosphoxylose phosphatase 1",0.12091726822894,4.32961707122376,1.77214475446745,0.0939873336501551,0.52764462953864,-4.49498231491841
"8080926","8080926","ARL6IP5","ADP ribosylation factor like GTPase 6 interacting protein 5",-0.136978172622324,10.194679754525,-1.77210660863922,0.0939938537840395,0.52764462953864,-4.49503764201086
"8135734","8135734","CPED1","cadherin like and PC-esterase domain containing 1",-0.108796414903676,8.70626985454683,-1.77192223734707,0.094025373291447,0.52764462953864,-4.49530504479872
"8056798","8056798","SP3","Sp3 transcription factor",-0.078273027438633,6.81645838238206,-1.77155019127284,0.0940890051372462,0.52764462953864,-4.49584458513611
"8149749","8149749","TNFRSF10D","TNF receptor superfamily member 10d",0.106763145995416,4.59983715777734,1.7713009195423,0.0941316596339361,0.52764462953864,-4.49620603616761
"8110982","8110982","DAP","death associated protein",0.139137225987856,5.81693620347873,1.77126721215648,0.0941374288170127,0.52764462953864,-4.49625491022459
"7927981","7927981","SUPV3L1","Suv3 like RNA helicase",-0.101727218117508,7.8880900277923,-1.77125139747093,0.0941401356836858,0.52764462953864,-4.4962778405297
"7909418","7909418","LOC148696","uncharacterized LOC148696",-0.110878118084565,4.7179195629186,-1.77106010833499,0.0941728824132204,0.52764462953864,-4.49655518700642
"7987772","7987772","EHD4","EH domain containing 4",0.12397514407565,5.38389053456887,1.77077247038233,0.0942221417703604,0.52764462953864,-4.49697219021055
"8093500","8093500","TACC3","transforming acidic coiled-coil containing protein 3",0.144891838434024,3.79725931514306,1.77070478056833,0.0942337372366755,0.52764462953864,-4.49707031697424
