"","ID","Description","SPOT_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"8632_at","8632_at","dynein, axonemal, heavy chain 17",8632,-0.0703443953000011,2.73703897902222,-1.74494628557929,0.0935000456203498,0.51474787020234,-4.65757989345385
"5671_at","5671_at","pregnancy specific beta-1-glycoprotein 3",5671,0.130632072700001,1.96088153338889,1.74443737805557,0.0935903413850281,0.515100691565764,-4.65835378665913
"4038_at","4038_at","low density lipoprotein receptor-related protein 4",4038,-0.130629633499999,6.51309073538889,-1.74354922243753,0.0937481052733525,0.515824541165305,-4.65970398606732
"388962_at","388962_at","bolA family member 3",388962,0.1415474851,8.77074132972222,1.74320195789516,0.0938098517439314,0.516019822607117,-4.66023176412669
"219699_at","219699_at","unc-5 homolog B (C. elegans)",219699,0.119465588200005,5.14383461216667,1.74283388950639,0.093875335108482,0.516235544550113,-4.6607910721901
"58503_at","58503_at","proline rich, lacrimal 1",58503,0.0881204390500017,1.97764045923333,1.74241021048669,0.0939507603891455,0.516463225809072,-4.66143477271715
"91050_at","91050_at","coiled-coil domain containing 149",91050,0.0961966395999996,5.13411222454444,1.74218101453534,0.0939915844037804,0.516463225809072,-4.66178294279446
"84701_at","84701_at","cytochrome c oxidase subunit IV isoform 2 (lung)",84701,0.117458610250002,4.39611723198889,1.74214156479751,0.0939986126509284,0.516463225809072,-4.66184286709043
"54760_at","54760_at","proprotein convertase subtilisin/kexin type 4",54760,-0.133212465449999,4.83871885546667,-1.74188676911542,0.0940440170643719,0.516463225809072,-4.66222987759059
"27147_at","27147_at","DENN/MADD domain containing 2A",27147,0.115546867749996,4.71600041813333,1.74186371140704,0.094048126853092,0.516463225809072,-4.66226489792237
"120534_at","120534_at","ADP-ribosylation factor-like 14 effector protein",120534,-0.0724741170000041,7.25711969423333,-1.74166101585036,0.0940842617379498,0.516517340837337,-4.66257273912844
"54093_at","54093_at","SET domain containing 4",54093,-0.0840548395999976,4.84800847486667,-1.74131216577734,0.0941464795138424,0.516581542313273,-4.66310248622281
"65082_at","65082_at","vacuolar protein sorting 33 homolog A (S. cerevisiae)",65082,-0.0901371337499981,5.94864628392222,-1.74123810636001,0.094159692594507,0.516581542313273,-4.66321493884695
"80336_at","80336_at","poly(A) binding protein, cytoplasmic 1-like",80336,0.0814832938500034,4.29211002885556,1.74102364787817,0.0941979634417781,0.516581542313273,-4.66354055423609
"7976_at","7976_at","frizzled family receptor 3",7976,-0.158101610300005,4.93866337442222,-1.74100612378316,0.09420109126136,0.516581542313273,-4.6635671599608
"4144_at","4144_at","methionine adenosyltransferase II, alpha",4144,-0.109982860049998,10.3402351513,-1.74073869203736,0.0942488352667882,0.516597279429301,-4.66397315916226
"64147_at","64147_at","kinesin family member 9",64147,0.106714055400001,3.26956173965556,1.74066258784266,0.0942624257464368,0.516597279429301,-4.66408868734176
"112812_at","112812_at","ferredoxin 1-like",112812,-0.0827087674499998,5.89523123512222,-1.74032351956657,0.0943229959071275,0.516597279429301,-4.66460335484049
"55915_at","55915_at","LanC lantibiotic synthetase component C-like 2 (bacterial)",55915,0.0888740835000013,6.73890850532222,1.74025730291191,0.0943348285211643,0.516597279429301,-4.66470385529172
"650_at","650_at","bone morphogenetic protein 2",650,0.106296579750003,4.33825252205556,1.73998883195543,0.0943828160014532,0.516597279429301,-4.66511129751306
"153745_at","153745_at","family with sequence similarity 71, member B",153745,-0.0832514025999997,2.56638900077778,-1.73989243174924,0.0944000519951252,0.516597279429301,-4.66525758653387
"7139_at","7139_at","troponin T type 2 (cardiac)",7139,0.20092923145,4.93103896436667,1.73973248075524,0.0944286565398789,0.516597279429301,-4.66550030127522
"29937_at","29937_at","neudesin neurotrophic factor",29937,-0.0874995479999949,7.50052172167778,-1.73954688437456,0.0944618565753353,0.516597279429301,-4.66578190967498
"8387_at","8387_at","olfactory receptor, family 1, subfamily E, member 1",8387,-0.0978415876000032,2.89288382176667,-1.73940128826096,0.0944879081957066,0.516597279429301,-4.66600280887659
"2543_at","2543_at","G antigen 1",2543,0.1210535276,1.93454519092222,1.73922013162463,0.0945203312227792,0.516597279429301,-4.66627764087423
"7066_at","7066_at","thrombopoietin",7066,0.102656277150001,4.22204542022222,1.73916791621316,0.0945296783828744,0.516597279429301,-4.66635685258281
"4756_at","4756_at","neogenin 1",4756,-0.0889580664499956,8.45970194868889,-1.73908419301937,0.0945446674406067,0.516597279429301,-4.66648385834692
"1643_at","1643_at","damage-specific DNA binding protein 2, 48kDa",1643,0.0826815983999998,5.85704615268889,1.73905084156028,0.0945506389531703,0.516597279429301,-4.66653445027834
"643763_at","643763_at","uncharacterized LOC643763",643763,-0.139513421049996,3.03048332261111,-1.73893185865189,0.0945719452216661,0.516597279429301,-4.66671493331784
"92421_at","92421_at","charged multivesicular body protein 4C",92421,0.0878810596500021,2.88259718076667,1.73754226021351,0.0948210832154265,0.517014822280545,-4.6688220880987
"389177_at","389177_at","transmembrane protein 212",389177,0.0886466199500018,2.50106705777778,1.73751220767191,0.0948264774307412,0.517014822280545,-4.66886764478079
"6996_at","6996_at","thymine-DNA glycosylase",6996,-0.136494342049992,4.29404704314444,-1.7374765856803,0.0948328716604228,0.517014822280545,-4.66892164341455
"10607_at","10607_at","transducin (beta)-like 3",10607,-0.0910005821000013,6.08945918106667,-1.73734338960336,0.0948567839134848,0.517014822280545,-4.66912354503297
"8099_at","8099_at","cyclin-dependent kinase 2 associated protein 1",8099,0.109748451450004,9.50920574033333,1.73733555733545,0.0948581901744078,0.517014822280545,-4.66913541699121
"29894_at","29894_at","cleavage and polyadenylation specific factor 1, 160kDa",29894,0.1025302676,6.39119409803333,1.73711181630942,0.0948983697150017,0.517014822280545,-4.66947454074772
"6882_at","6882_at","TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa",6882,0.0845658568499976,6.08015634638889,1.73705505059903,0.0949085660356822,0.517014822280545,-4.66956057506724
"55153_at","55153_at","SDA1 domain containing 1",55153,-0.0793432610499956,6.46356181203333,-1.73695437234904,0.0949266522681428,0.517014822280545,-4.66971315808048
"140947_at","140947_at","chromosome 5 open reading frame 20",140947,-0.126887859650002,3.67191049584444,-1.73664121611598,0.0949829276148343,0.517014822280545,-4.67018771885472
"7984_at","7984_at","Rho guanine nucleotide exchange factor (GEF) 5",7984,0.245613827650001,3.07667899041111,1.73662891945959,0.09498513794888,0.517014822280545,-4.67020635201624
"56099_at","56099_at","protocadherin gamma subfamily B, 7",56099,-0.137202792099998,6.08648515582222,-1.7365688166746,0.0949959421031784,0.517014822280545,-4.67029742449379
"4976_at","4976_at","optic atrophy 1 (autosomal dominant)",4976,-0.0770001982000075,8.55713400313333,-1.73647085183571,0.0950135546296138,0.517014822280545,-4.67044586334872
"388960_at","388960_at","chromosome 2 open reading frame 78",388960,-0.0880309586000005,3.38206300046667,-1.7363422590077,0.095036677798962,0.517014822280545,-4.67064070075684
"55567_at","55567_at","dynein, axonemal, heavy chain 3",55567,-0.189918308349998,3.64978040481111,-1.73612660912333,0.0950754660457042,0.517014822280545,-4.67096741776392
"5954_at","5954_at","reticulocalbin 1, EF-hand calcium binding domain",5954,0.269199640099998,5.71897775283333,1.73605983211982,0.0950874797390358,0.517014822280545,-4.67106858090209
"359710_at","359710_at","BPI fold containing family B, member 3",359710,-0.0923394155500006,3.40211588378889,-1.73588753548738,0.095118483183457,0.517014822280545,-4.67132958610993
"172_at","172_at","AFG3-like AAA ATPase 1, pseudogene",172,-0.0747157299000047,4.76091420458889,-1.73565187145665,0.0951609030213896,0.517014822280545,-4.67168655178891
"7388_at","7388_at","ubiquinol-cytochrome c reductase hinge protein",7388,-0.16787527345,5.2813483659,-1.73559071215112,0.0951719144065084,0.517014822280545,-4.67177918509494
"254240_at","254240_at","BPI fold containing family C",254240,-0.0794013770999991,2.03554594268889,-1.7354240748781,0.0952019219981595,0.517014822280545,-4.67203156505151
"5690_at","5690_at","proteasome (prosome, macropain) subunit, beta type, 2",5690,-0.0556720578499945,8.73653216757778,-1.73522192446866,0.0952383355002215,0.517014822280545,-4.67233770631173
"375323_at","375323_at","lipoma HMGIC fusion partner-like 4",375323,-0.111410155449999,4.54437272217778,-1.73520473231624,0.0952414328816853,0.517014822280545,-4.67236374124048
"10349_at","10349_at","ATP-binding cassette, sub-family A (ABC1), member 10",10349,0.133340362700006,7.09222010778889,1.73518786126236,0.0952444724965062,0.517014822280545,-4.67238928972103
"55054_at","55054_at","autophagy related 16-like 1 (S. cerevisiae)",55054,-0.0955763526999984,5.5176688653,-1.73513821453176,0.0952534177001045,0.517014822280545,-4.67246447055149
"4868_at","4868_at","nephrosis 1, congenital, Finnish type (nephrin)",4868,0.073021111050001,2.96900197714444,1.73464888410515,0.095341622061083,0.517314426509794,-4.67320538288915
"407003_at","407003_at","microRNA 219-2",407003,-0.104080872449999,2.96050302315556,-1.73446257155447,0.0953752241206015,0.517314426509794,-4.67348744301335
"23304_at","23304_at","ubiquitin protein ligase E3 component n-recognin 2",23304,-0.0943158915999955,8.80003993924444,-1.73439408064799,0.0953875792038005,0.517314426509794,-4.67359112611197
"139562_at","139562_at","OTU domain containing 6A",139562,-0.1056122851,3.33786344353333,-1.7339600149883,0.0954659120072697,0.517428690335504,-4.67424815141727
"7434_at","7434_at","vasoactive intestinal peptide receptor 2",7434,-0.1734706268,5.30444477047778,-1.73390851878984,0.0954752087952485,0.517428690335504,-4.67432609046214
"6504_at","6504_at","signaling lymphocytic activation molecule family member 1",6504,-0.0877159590999996,2.6510942091,-1.73383972835058,0.0954876289735867,0.517428690335504,-4.67443020141161
"1742_at","1742_at","discs, large homolog 4 (Drosophila)",1742,0.10664508105,4.92616908684444,1.73347784140588,0.0955529906240518,0.517640153727981,-4.67497784720435
"100130083_at","100130083_at","HBcAg-binding protein",100130083,-0.0835022939999983,3.46692856634444,-1.73299160963985,0.095640870501905,0.517874128352529,-4.67571352635904
"7581_at","7581_at","zinc finger protein 33A",7581,-0.130196211449999,7.08590330952222,-1.73291823878191,0.0956541372655729,0.517874128352529,-4.67582452426493
"118812_at","118812_at","MORN repeat containing 4",118812,-0.116776251099999,3.26838270574444,-1.732801607695,0.095675229472272,0.517874128352529,-4.67600096026165
"9555_at","9555_at","H2A histone family, member Y",9555,0.0677855058000016,7.37688718537778,1.73255824271158,0.0957192536647049,0.517969771895956,-4.67636908606109
"2813_at","2813_at","glycoprotein 2 (zymogen granule membrane)",2813,-0.113377387950001,3.36643408114444,-1.73225580302412,0.0957739883359882,0.518123304914812,-4.67682651571452
"166815_at","166815_at","tigger transposable element derived 2",166815,-0.121347574300001,2.95910214355556,-1.73178809650376,0.0958586849048001,0.51841900026997,-4.67753378479544
"159091_at","159091_at","family with sequence similarity 122C",159091,0.125240199250002,5.74381112077778,1.73166271170997,0.0958814015458096,0.51841900026997,-4.67772336757848
"58486_at","58486_at","zinc finger, BED-type containing 5",58486,-0.102224040849999,8.11007283266667,-1.73118278774236,0.0959683942404489,0.518746650275518,-4.67844891874345
"5782_at","5782_at","protein tyrosine phosphatase, non-receptor type 12",5782,0.107937692350001,6.78642445427778,1.73043526880391,0.0961040257259646,0.519316587457663,-4.67957871281917
"81622_at","81622_at","unc-93 homolog B1 (C. elegans)",81622,0.0907447167000033,5.16678655981111,1.73031050608822,0.0961266788018204,0.519316587457663,-4.67976724159866
"11079_at","11079_at","retention in endoplasmic reticulum sorting receptor 1",11079,-0.0672210610999917,7.20358889901111,-1.73011775441523,0.0961616855024803,0.519362947750961,-4.68005848782981
"2272_at","2272_at","fragile histidine triad",2272,0.1045659709,5.68937542632222,1.72956565001492,0.0962620161968217,0.519761996245147,-4.68089257488246
"619562_at","619562_at","small nucleolar RNA, H/ACA box 3",619562,0.135104532,11.7725186948889,1.72929307032539,0.0963115832885383,0.519886805260349,-4.68130429675213
"25873_at","25873_at","ribosomal protein L36",25873,-0.0730946210499992,6.95777760261111,-1.72893343441127,0.0963770142418961,0.520097154835317,-4.6818474374647
"81565_at","81565_at","nudE neurodevelopment protein 1-like 1",81565,-0.0660241021999965,7.45872909272222,-1.7281892581347,0.0965125270952437,0.520685481067779,-4.68297105454666
"84727_at","84727_at","splA/ryanodine receptor domain and SOCS box containing 2",84727,-0.0823912858500035,5.17790431463333,-1.72738719110679,0.0966587629051814,0.521027899183486,-4.68418166241983
"288_at","288_at","ankyrin 3, node of Ranvier (ankyrin G)",288,0.085526679950001,7.39209649137778,1.72722673367556,0.0966880406715326,0.521027899183486,-4.68442379846294
"8386_at","8386_at","olfactory receptor, family 1, subfamily D, member 5",8386,0.158992134600002,2.87264888467778,1.72719256679124,0.096694275883493,0.521027899183486,-4.68447535528355
"8439_at","8439_at","neutral sphingomyelinase (N-SMase) activation associated factor",8439,0.0878287588999989,7.02889971281111,1.72681499521592,0.0967632027345795,0.521027899183486,-4.68504504731709
"10884_at","10884_at","mitochondrial ribosomal protein S30",10884,-0.0795894847500023,8.63301143345556,-1.72672875052259,0.0967789528206006,0.521027899183486,-4.68517516259304
"407021_at","407021_at","microRNA 29a",407021,-0.23126327935,2.72238042946667,-1.72664083332133,0.0967950105821825,0.521027899183486,-4.68530779598556
"84891_at","84891_at","zinc finger and SCAN domain containing 10",84891,-0.0995380832500001,3.49619465384444,-1.72659623391204,0.0968031573692947,0.521027899183486,-4.68537507742667
"4999_at","4999_at","origin recognition complex, subunit 2",4999,-0.114299131800003,6.60303691285556,-1.72655398467361,0.096810875397564,0.521027899183486,-4.68543881222917
"642757_at","642757_at","uncharacterized LOC642757",642757,-0.0841119884000006,3.41001010668889,-1.72653366943358,0.0968145867415331,0.521027899183486,-4.68546945821895
"84058_at","84058_at","WD repeat domain 54",84058,0.121159835200001,3.34836153273333,1.72593193914019,0.0969245702468255,0.521445055395212,-4.68637705564946
"205717_at","205717_at","KIAA2018",205717,-0.0859497187999949,8.94389858415555,-1.72570833081709,0.096965468121255,0.521445055395212,-4.68671426476002
"374659_at","374659_at","HD domain containing 3",374659,-0.0829585923000034,6.00512539776667,-1.72567429697112,0.0969716941828381,0.521445055395212,-4.68676558602706
"4741_at","4741_at","neurofilament, medium polypeptide",4741,0.116346373899999,3.45184474781111,1.72527736986709,0.0970443320406133,0.521635717387748,-4.68736407379906
"83744_at","83744_at","zinc finger protein 484",83744,-0.133579826049999,6.19378133617778,-1.72519051351602,0.097060232954462,0.521635717387748,-4.68749502188586
"23168_at","23168_at","Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",23168,0.0718073724000075,7.95540209055556,1.72495143646693,0.0971040125481666,0.521728338606251,-4.68785543769118
"57134_at","57134_at","mannosidase, alpha, class 1C, member 1",57134,0.0870139680500026,5.52009499644444,1.7242744596334,0.0972280709400261,0.522110268823946,-4.68887579154054
"7125_at","7125_at","troponin C type 2 (fast)",7125,0.119651846500005,11.3613265572222,1.72402050450941,0.0972746437989412,0.522110268823946,-4.68925847840907
"400657_at","400657_at","long intergenic non-protein coding RNA 909",400657,-0.107200834050006,4.59464337755556,-1.72378036036616,0.0973187012774739,0.522110268823946,-4.68962031340834
"390084_at","390084_at","olfactory receptor, family 56, subfamily A, member 5",390084,-0.0797046769499969,2.13944196465556,-1.72360713663372,0.0973504918740939,0.522110268823946,-4.68988129254754
"3958_at","3958_at","lectin, galactoside-binding, soluble, 3",3958,0.0953991413000006,6.21310938482222,1.72357244825091,0.0973568590607959,0.522110268823946,-4.68993355168628
"162993_at","162993_at","zinc finger protein 846",162993,0.166030790100003,2.65421065398889,1.7232809672526,0.0974103754882241,0.522110268823946,-4.69037264491243
"342132_at","342132_at","zinc finger protein 774",342132,-0.13913229335,6.71972682716667,-1.7230371269051,0.0974551641842442,0.522110268823946,-4.6907399272229
"4627_at","4627_at","myosin, heavy chain 9, non-muscle",4627,0.147065350550001,7.69655298208889,1.72301689333626,0.0974588814796716,0.522110268823946,-4.69077040205039
"55735_at","55735_at","DnaJ (Hsp40) homolog, subfamily C, member 11",55735,-0.0711133314999985,7.31483923878889,-1.72261807693876,0.0975321762794258,0.522110268823946,-4.6913710237454
"6899_at","6899_at","T-box 1",6899,0.0932849406499994,6.17337530134444,1.72261597490665,0.097532562716469,0.522110268823946,-4.69137418914364
"6617_at","6617_at","small nuclear RNA activating complex, polypeptide 1, 43kDa",6617,-0.119117817900001,6.49903201752222,-1.72255674967094,0.0975434512026153,0.522110268823946,-4.69146337373827
"4163_at","4163_at","mutated in colorectal cancers",4163,0.103200837900002,6.01711099641111,1.72252638279192,0.0975490345156863,0.522110268823946,-4.6915091009255
"64801_at","64801_at","ARV1 homolog (S. cerevisiae)",64801,-0.124210109649993,7.88780168263333,-1.72249647079336,0.0975545344586772,0.522110268823946,-4.69155414253441
"1121_at","1121_at","choroideremia (Rab escort protein 1)",1121,-0.13465556975,5.74158005646667,-1.72249582247825,0.097554653667806,0.522110268823946,-4.69155511876326
"8341_at","8341_at","histone cluster 1, H2bn",8341,-0.113190719199998,3.76634813302222,-1.72220270739536,0.0976085629514398,0.522110268823946,-4.69199646057584
"22875_at","22875_at","ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)",22875,-0.113698584249998,5.87182105658889,-1.72202683375189,0.0976409214985748,0.522110268823946,-4.69226124475275
"10825_at","10825_at","sialidase 3 (membrane sialidase)",10825,-0.0836376364499953,6.99850227292222,-1.72196266193859,0.0976527305745076,0.522110268823946,-4.69235785255796
"1610_at","1610_at","D-amino-acid oxidase",1610,-0.105064710649999,2.594164477,-1.72190920632424,0.09766256855079,0.522110268823946,-4.69243832548159
"8778_at","8778_at","sialic acid binding Ig-like lectin 5",8778,0.118952895650008,4.31914117738889,1.72181540356261,0.0976798340523888,0.522110268823946,-4.6925795329752
"51371_at","51371_at","proteasome maturation protein",51371,-0.0858550863500032,8.83264109528889,-1.72146919629659,0.0977435799912606,0.522308950828775,-4.69310065023781
"283092_at","283092_at","olfactory receptor, family 4, subfamily C, member 13",283092,-0.0891854601499982,3.02012543742222,-1.72125298752047,0.097783407661171,0.522379748348098,-4.69342605045083
"26064_at","26064_at","retinoic acid induced 14",26064,0.138336908950001,3.58642880234444,1.72047933077651,0.0979260352301396,0.522995114591698,-4.69459016683902
"145173_at","145173_at","beta 1,3-galactosyltransferase-like",145173,0.126247235050003,4.39953347463333,1.7203395828629,0.0979518172795379,0.522995114591698,-4.69480040154311
"56916_at","56916_at","SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1",56916,-0.121421809149999,6.17103717568889,-1.7199398215036,0.0980256009241932,0.523123683803287,-4.6954017238209
"140710_at","140710_at","suppressor of glucose, autophagy associated 1",140710,0.126467953399999,4.99515876447778,1.71992070552078,0.098029130327033,0.523123683803287,-4.69543047543759
"8658_at","8658_at","tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase",8658,0.0751177490999995,7.65581844241111,1.71961424582558,0.0980857270002945,0.523260930813086,-4.69589137601542
"85465_at","85465_at","ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific)",85465,-0.129435611849998,5.43070626991111,-1.71947989746425,0.0981105470590584,0.523260930813086,-4.69609340945866
"27301_at","27301_at","APEX nuclease (apurinic/apyrimidinic endonuclease) 2",27301,-0.0931792986000008,4.26760117075556,-1.71920948387908,0.0981605205074511,0.523260930813086,-4.69650002119563
"9235_at","9235_at","interleukin 32",9235,-0.264839092900005,7.34525496522222,-1.71920502966378,0.0981613438438916,0.523260930813086,-4.69650671843452
"84061_at","84061_at","magnesium transporter 1",84061,-0.0830436360000064,6.94033441368889,-1.71870262038702,0.0982542489429778,0.523602124959042,-4.69726204154049
"2794_at","2794_at","guanine nucleotide binding protein-like 1",2794,0.105047680650005,4.98343336888889,1.71844447650943,0.0983020136827733,0.523602124959042,-4.69765006922156
"100131726_at","100131726_at","FAM83A antisense RNA 1",100131726,-0.119335514749997,3.64402714606667,-1.71842686392359,0.0983052732827346,0.523602124959042,-4.69767654185082
"168417_at","168417_at","zinc finger protein 679",168417,-0.0586942290499968,3.37781048015556,-1.71826713838486,0.0983348382238402,0.523617694514049,-4.6979166080406
"10556_at","10556_at","ribonuclease P/MRP 30kDa subunit",10556,-0.1096723303,7.09282266541111,-1.71767934732859,0.0984437023375875,0.523649716897868,-4.69879990472802
"60496_at","60496_at","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase",60496,-0.100725074600002,7.49344610636667,-1.71746187005181,0.0984840069466347,0.523649716897868,-4.69912665716775
"10941_at","10941_at","UDP glucuronosyltransferase 2 family, polypeptide A1, complex locus",10941,0.0889122763999981,2.40252608292222,1.71744901063325,0.0984863905938095,0.523649716897868,-4.69914597701888
"84769_at","84769_at","MPV17 mitochondrial membrane protein-like 2",84769,-0.0750998466499979,6.4792395617,-1.71741265410665,0.0984931299758825,0.523649716897868,-4.69920059806563
"55848_at","55848_at","plasminogen receptor, C-terminal lysine transmembrane protein",55848,-0.102550259000004,5.81994032951111,-1.7173783134991,0.0984994960276209,0.523649716897868,-4.69925218963018
"218_at","218_at","aldehyde dehydrogenase 3 family, member A1",218,-0.107844452249999,4.13791767063333,-1.7173232142642,0.0985097110364873,0.523649716897868,-4.69933496622384
"468_at","468_at","activating transcription factor 4",468,0.116931142550009,7.69833453667778,1.71709790450509,0.0985514912196312,0.523649716897868,-4.69967343185603
"100128374_at","100128374_at","uncharacterized LOC100128374",100128374,-0.074922183550008,4.30346522892222,-1.71708438149631,0.0985539993286463,0.523649716897868,-4.69969374534658
"25879_at","25879_at","DDB1 and CUL4 associated factor 13",25879,-0.0835320249999958,4.62529611385556,-1.71648815208845,0.0986646356470247,0.523962647640816,-4.70058924412959
"57541_at","57541_at","zinc finger protein 398",57541,-0.0902462068499954,6.10997329434444,-1.71646934785835,0.0986681266715406,0.523962647640816,-4.70061748298008
"85865_at","85865_at","GTP-binding protein 10 (putative)",85865,-0.112945634000002,7.06422607002222,-1.71618465529479,0.0987209929305967,0.523962647640816,-4.70104498472497
"407002_at","407002_at","microRNA 219-1",407002,-0.104931090149999,3.46693631155556,-1.71608111198134,0.0987402264589764,0.523962647640816,-4.70120045445481
"1464_at","1464_at","chondroitin sulfate proteoglycan 4",1464,0.145427495549997,5.16567596358889,1.71604900301695,0.0987461914552551,0.523962647640816,-4.70124866441919
"80700_at","80700_at","UBX domain protein 6",80700,0.0903559720999985,7.47506560032222,1.71467862337629,0.0990010565838599,0.524523427151762,-4.70330556890848
"255193_at","255193_at","CSNK1G2 antisense RNA 1",255193,-0.0994197458999966,3.4987483092,-1.71461008170822,0.0990138186843642,0.524523427151762,-4.70340841480592
"406924_at","406924_at","microRNA 134",406924,0.0985422364999984,4.17869051326667,1.71448650665045,0.0990368312370335,0.524523427151762,-4.70359382956513
"10266_at","10266_at","receptor (G protein-coupled) activity modifying protein 2",10266,0.117195095600001,5.35696736534444,1.71448441513798,0.0990372207643475,0.524523427151762,-4.70359696762788
"9921_at","9921_at","ring finger protein 10",9921,0.0973189200000082,9.11527887938889,1.71444746021816,0.09904410353398,0.524523427151762,-4.70365241354917
"55506_at","55506_at","H2A histone family, member Y2",55506,-0.117794794449997,5.16410813046667,-1.7143786148552,0.0990569269069247,0.524523427151762,-4.7037557043551
"55884_at","55884_at","WD repeat and SOCS box containing 2",55884,0.0752177098999969,8.91968905301111,1.71428909824836,0.0990736026803859,0.524523427151762,-4.70389000406196
"2195_at","2195_at","FAT atypical cadherin 1",2195,0.187165149549998,5.03090583472222,1.71423249079845,0.0990841491358981,0.524523427151762,-4.703974928117
"3612_at","3612_at","inositol(myo)-1(or 4)-monophosphatase 1",3612,-0.172357513100001,6.55438844032222,-1.71390256446481,0.0991456361851735,0.524523427151762,-4.70446984950943
"123263_at","123263_at","mitochondrial methionyl-tRNA formyltransferase",123263,-0.0953582397500012,6.60123902668889,-1.71387667036985,0.0991504633319094,0.524523427151762,-4.70450869003519
"57624_at","57624_at","neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2",57624,-0.112922631450001,4.46991163522222,-1.71369173983929,0.0991849436538114,0.524523427151762,-4.70478606822458
"27068_at","27068_at","pyrophosphatase (inorganic) 2",27068,-0.128437678349998,6.22354824664444,-1.71358433063394,0.0992049747779303,0.524523427151762,-4.70494716117337
"124222_at","124222_at","progestin and adipoQ receptor family member IV",124222,-0.0863113273500025,5.9911151781,-1.71348016228809,0.0992244047765037,0.524523427151762,-4.70510338599837
"90827_at","90827_at","zinc finger protein 479",90827,-0.100231394200001,2.14214114553333,-1.71319190776775,0.0992781882510671,0.524523427151762,-4.70553565283364
"60437_at","60437_at","cadherin 26",60437,-0.0746276880499996,3.86863880446667,-1.71302146018084,0.099310002539795,0.524523427151762,-4.70579122976381
"6879_at","6879_at","TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa",6879,-0.0803386921499953,6.87889341302222,-1.71292534071149,0.0993279471861796,0.524523427151762,-4.70593534702583
"6732_at","6732_at","SRSF protein kinase 1",6732,-0.0937813749999981,7.37129173332222,-1.71285882250734,0.099340367148935,0.524523427151762,-4.70603507780115
"81892_at","81892_at","SRA stem-loop interacting RNA binding protein",81892,-0.097152226500004,10.690202612,-1.71276039239303,0.0993587479655496,0.524523427151762,-4.70618264861844
"56146_at","56146_at","protocadherin alpha 2",56146,0.0696131367499988,1.75149875417778,1.71275933346413,0.0993589457253491,0.524523427151762,-4.70618423617618
"10049_at","10049_at","DnaJ (Hsp40) homolog, subfamily B, member 6",10049,-0.068792830900005,9.38556402475556,-1.71202386825331,0.0994963777682129,0.524968913679332,-4.70728667009966
"64395_at","64395_at","germ cell-less, spermatogenesis associated 1",64395,-0.10272939155,5.99824859854444,-1.7120218559444,0.0994967540172745,0.524968913679332,-4.70728968597007
"10213_at","10213_at","proteasome (prosome, macropain) 26S subunit, non-ATPase, 14",10213,-0.0993598538999976,8.07270046187778,-1.71111595950538,0.0996662553558377,0.525595182927151,-4.70864708457128
"64748_at","64748_at","lipid phosphate phosphatase-related protein type 2",64748,0.112876845450002,6.42576401408889,1.71110164914984,0.0996689349124601,0.525595182927151,-4.7086685227975
"389432_at","389432_at","sterile alpha motif domain containing 5",389432,0.0683902203500018,3.30686915842222,1.71060404279755,0.0997621476566112,0.52581422593085,-4.70941389642354
"286097_at","286097_at","mitochondrial calcium uptake family, member 3",286097,-0.132599997299999,5.60717555788889,-1.71059426888947,0.0997639792661107,0.52581422593085,-4.70942853525711
"126731_at","126731_at","centriole, cilia and spindle-associated protein",126731,-0.10973668755,4.84469930877778,-1.71031554123671,0.0998162242195695,0.525948544453463,-4.70984597126711
"3269_at","3269_at","histamine receptor H1",3269,-0.0909660238500001,3.71395590597778,-1.70957845083502,0.0999544967387015,0.525976876142524,-4.71094961954203
"23059_at","23059_at","clusterin associated protein 1",23059,-0.0996927128500049,5.84059362177778,-1.70952270537594,0.0999649607535851,0.525976876142524,-4.71103307243844
"404216_at","404216_at","chromosome 10 open reading frame 85",404216,-0.0739489817499983,2.90026340315556,-1.70938561029309,0.0999906989024032,0.525976876142524,-4.7112382995894
"125206_at","125206_at","solute carrier family 5 (sodium/sugar cotransporter), member 10",125206,-0.0903268013499963,3.80525535587778,-1.70927649819023,0.100011187552769,0.525976876142524,-4.71140162795966
"302_at","302_at","annexin A2",302,0.125318156549998,5.40490647411111,1.70926439092078,0.100013461228254,0.525976876142524,-4.71141975066285
"9177_at","9177_at","5-hydroxytryptamine (serotonin) receptor 3B, ionotropic",9177,0.0828126023999998,1.87208330133333,1.70912637499071,0.100039382918137,0.525976876142524,-4.71162633205838
"4671_at","4671_at","NLR family, apoptosis inhibitory protein",4671,0.292031824599999,2.4753271591,1.70882571119511,0.100095872278009,0.525976876142524,-4.71207631902321
