"","PROBEID","SYMBOL","GENENAME","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"221394_at","221394_at","TAAR2","trace amine associated receptor 2","9287",0.402719846677522,9.05401401500924,1.42353021673995,0.178082350059517,0.556128885327162,-5.22870554204418
"209016_s_at","209016_s_at","KRT7","keratin 7","3855",0.54389511161954,6.16462684690906,1.42351169944804,0.178087607967924,0.556128885327162,-5.2287289635574
"210145_at","210145_at","PLA2G4A","phospholipase A2 group IVA","5321",-0.90735424389476,6.62763612899148,-1.42343975678595,0.178108037014731,0.556128885327162,-5.22881995783234
"203963_at","203963_at","CA12","carbonic anhydrase 12","771",0.560292709398821,8.46614072490225,1.42343497409408,0.178109395190882,0.556128885327162,-5.2288260069434
"207135_at","207135_at","HTR2A","5-hydroxytryptamine receptor 2A","3356",-0.298792074562114,9.03726008436465,-1.42342850700869,0.178111231710343,0.556128885327162,-5.22883418643893
"204912_at","204912_at","IL10RA","interleukin 10 receptor subunit alpha","3587",-0.280591010822505,9.84807176928605,-1.42313300050378,0.178195166297824,0.556299463410275,-5.22920791119982
"214804_at","214804_at","CENPI","centromere protein I","2491",-0.587389898520978,7.29886774516811,-1.42251710767336,0.178370208000216,0.55671414220927,-5.2299866468367
"212135_s_at","212135_s_at","ATP2B4","ATPase plasma membrane Ca2+ transporting 4","493",-0.153053064706002,12.0980497899722,-1.42211931946323,0.178483338609039,0.55671414220927,-5.23048948196223
"213910_at","213910_at","IGFBP7","insulin like growth factor binding protein 7","3490",-0.29671054222255,9.34198096363839,-1.42207966669046,0.178494619091962,0.55671414220927,-5.23053960059957
"210702_s_at","210702_s_at","PTGIS","prostaglandin I2 synthase","5740",0.388783739147678,7.27067272840358,1.42204131584122,0.178505529765674,0.55671414220927,-5.23058807273094
"213639_s_at","213639_s_at","ZNF500","zinc finger protein 500","26048",-0.337450939186009,9.92101179755152,-1.42201391016254,0.178513326918936,0.55671414220927,-5.23062271054485
"201998_at","201998_at","ST6GAL1","ST6 beta-galactoside alpha-2,6-sialyltransferase 1","6480",-0.131166417089698,12.0164571547195,-1.42201343300591,0.178513462676645,0.55671414220927,-5.23062331361498
"218615_s_at","218615_s_at","TMEM39A","transmembrane protein 39A","55254",0.252077654201322,10.4452943155533,1.4219437995959,0.178533275272337,0.55671414220927,-5.23071132053443
"55662_at","55662_at","ARMH3","armadillo like helical domain containing 3","79591",-0.166202916265002,10.6723436488434,-1.42176700678335,0.178583585842833,0.556722221669215,-5.23093474807583
"215414_at","215414_at","FARS2","phenylalanyl-tRNA synthetase 2, mitochondrial","10667",-0.657433850204229,7.63319175877707,-1.42172368992817,0.178595914475155,0.556722221669215,-5.23098948808334
"216939_s_at","216939_s_at","HTR4","5-hydroxytryptamine receptor 4","3360",-0.385623614487687,7.06676538572307,-1.4216255687008,0.178623843878381,0.556722221669215,-5.23111348057113
"214148_at","214148_at","ITFG2","integrin alpha FG-GAP repeat containing 2","55846",-0.211297854982444,10.5753418457361,-1.42134806466244,0.178702852790393,0.556871087485514,-5.23146411976089
"217668_at","217668_at","LRRC75B","leucine rich repeat containing 75B","388886",0.331190075480874,8.35445348210896,1.42125177396646,0.178730274760284,0.556871087485514,-5.23158577600656
"211468_s_at","211468_s_at","RECQL5","RecQ like helicase 5","9400",-0.409335108346079,7.09652763487767,-1.4211412489784,0.178761754729784,0.556877773513327,-5.23172540893213
"213053_at","213053_at","HAUS5","HAUS augmin like complex subunit 5","23354",0.378008549281176,10.0818862069107,1.42091371637764,0.178826575578436,0.556988303655624,-5.23201284008851
"219242_at","219242_at","CEP63","centrosomal protein 63","80254",-0.19709192182005,11.11914292281,-1.42071922165467,0.178881999889533,0.557069535089057,-5.2322585098174
"201382_at","201382_at","CACYBP","calcyclin binding protein","27101",0.344150067073256,9.86604788945866,1.42045040797263,0.178958626058132,0.557176835269192,-5.23259801331708
"205125_at","205125_at","PLCD1","phospholipase C delta 1","5333",-0.410953658260306,10.5439533226862,-1.42024455742062,0.179017322839278,0.557176835269192,-5.23285796505245
"212034_s_at","212034_s_at","EXOC7","exocyst complex component 7","23265",-0.150303372126212,12.4673246675125,-1.42019523016395,0.179031390522876,0.557176835269192,-5.23292025236298
"203069_at","203069_at","SV2A","synaptic vesicle glycoprotein 2A","9900",-0.457809790319086,8.2695263674646,-1.4201865905055,0.17903385456922,0.557176835269192,-5.23293116181191
"206603_at","206603_at","SLC2A4","solute carrier family 2 member 4","6517",0.445281974840144,10.116064016188,1.41990990477086,0.179112780753957,0.557331098153275,-5.23328051251039
"203970_s_at","203970_s_at","PEX3","peroxisomal biogenesis factor 3","8504",0.133130486882711,11.0370658676601,1.41977741873319,0.179150583390817,0.557357370549209,-5.23344777553021
"207211_at","207211_at","USP2","ubiquitin specific peptidase 2","9099",-0.248491720708445,7.69154512441176,-1.41953872855079,0.179218706309608,0.55747794864519,-5.23374909245291
"203821_at","203821_at","HBEGF","heparin binding EGF like growth factor","1839",0.183662288573483,12.4550491451133,1.41942639130219,0.179250775159054,0.557486355769901,-5.23389089175886
"220208_at","220208_at","ADAMTS13","ADAM metallopeptidase with thrombospondin type 1 motif 13","11093",-0.319183574285075,8.58753463269564,-1.41904647229417,0.179359265758508,0.557696408797955,-5.23437039013159
"221314_at","221314_at","GDF9","growth differentiation factor 9","2661",-0.241301205040335,9.76040844193984,-1.41898414712298,0.17937706869576,0.557696408797955,-5.2344490423331
"218756_s_at","218756_s_at","DHRS11","dehydrogenase/reductase 11","79154",0.177730809830923,10.710058557893,1.41872760175172,0.179450365324109,0.557832935207613,-5.23477276749363
"218621_at","218621_at","HEMK1","HemK methyltransferase family member 1","51409",-0.277976039873319,7.47608599886353,-1.41841939106486,0.17953845596715,0.558015397524618,-5.23516163148292
"208852_s_at","208852_s_at","CANX","calnexin","821",-0.163429814239247,13.0253716005988,-1.41824152086361,0.17958930994499,0.558082085446994,-5.23538601949278
"208474_at","208474_at","CLDN6","claudin 6","9074",-0.312323365523497,9.35693179955214,-1.41793489667527,0.179677003428041,0.558220922878067,-5.23577278651529
"212138_at","212138_at","PDS5A","PDS5 cohesin associated factor A","23244",-0.151469613599103,11.0253536783837,-1.41787968668841,0.1796927970769,0.558220922878067,-5.23584242042194
"207654_x_at","207654_x_at","DR1","down-regulator of transcription 1","1810",0.113489120734858,11.809883388438,1.41742853537564,0.179821898933236,0.558391381087984,-5.23641136436378
"211840_s_at","211840_s_at","PDE4D","phosphodiesterase 4D","5144",0.421760323311112,8.09014771405285,1.4173648276783,0.179840135790966,0.558391381087984,-5.23649169521015
"200751_s_at","200751_s_at","HNRNPC","heterogeneous nuclear ribonucleoprotein C","3183",-0.201239424217958,12.4987679465178,-1.41729477434616,0.179860190912888,0.558391381087984,-5.23658002444488
"203889_at","203889_at","SCG5","secretogranin V","6447",-0.469029218222855,7.54647144028524,-1.417182495486,0.179892338386992,0.558391381087984,-5.23672158867704
"201985_at","201985_at","WASHC5","WASH complex subunit 5","9897",-0.151584604296238,11.3615901511694,-1.41717411880139,0.179894736975038,0.558391381087984,-5.23673214990426
"202418_at","202418_at","YIF1A","Yip1 interacting factor homolog A, membrane trafficking protein","10897",0.123246374148312,12.6296450076507,1.41689138060589,0.179975712087774,0.558551400731454,-5.23708859657371
"208476_s_at","208476_s_at","FRMD4A","FERM domain containing 4A","55691",0.316131715129277,9.46534836703247,1.41671039699389,0.180027560975953,0.558620990122178,-5.23731673483055
"214786_at","214786_at","MAP3K1","mitogen-activated protein kinase kinase kinase 1","4214",-0.568622663408341,8.17384055939877,-1.4165104624153,0.180084853432558,0.558666643733777,-5.23756873724449
"212177_at","212177_at","PNISR","PNN interacting serine and arginine rich protein","25957",-0.164244240638487,11.6422108182861,-1.41645366998258,0.180101130407223,0.558666643733777,-5.23764031513536
"218517_at","218517_at","JADE1","jade family PHD finger 1","79960",-0.170962278163211,11.3753871200029,-1.41596393921861,0.18024154021579,0.558987413215945,-5.23825745757445
"201605_x_at","201605_x_at","CNN2","calponin 2","1265",-0.429855593337475,10.663446513411,-1.41579824181659,0.180289067590004,0.558987413215945,-5.23846622910172
"208227_x_at","208227_x_at","ADAM22","ADAM metallopeptidase domain 22","53616",0.464308120757912,7.93026374222422,1.41567808303772,0.18032353952324,0.558987413215945,-5.2386176129234
"212315_s_at","212315_s_at","NUP210","nucleoporin 210","23225",0.748909361966106,8.12653580635475,1.41559243708145,0.180348113533664,0.558987413215945,-5.23872550959804
"207381_at","207381_at","ALOX12B","arachidonate 12-lipoxygenase, 12R type","242",-0.434296349006609,6.59347133150143,-1.41552692670862,0.180366912008196,0.558987413215945,-5.23880803631127
"218842_at","218842_at","RPAP3","RNA polymerase II associated protein 3","79657",-0.139686072507974,11.1456973211929,-1.41540145902559,0.180402920024681,0.558987413215945,-5.23896608657676
"219130_at","219130_at","TRMT13","tRNA methyltransferase 13 homolog","54482",-0.172592483696166,10.0028370657966,-1.4153745085528,0.18041065532944,0.558987413215945,-5.23900003447392
"211802_x_at","211802_x_at","CACNA1G","calcium voltage-gated channel subunit alpha1 G","8913",0.289345295395579,8.70926442361134,1.41504402202611,0.180505533723019,0.559190119483974,-5.23941629065696
"209615_s_at","209615_s_at","PAK1","p21 (RAC1) activated kinase 1","5058",-0.407318612757004,9.50549483759799,-1.41482854863577,0.18056741564359,0.559233873160323,-5.23968764711273
"220552_at","220552_at","TRPC5","transient receptor potential cation channel subfamily C member 5","7224",1.07641268390473,6.46514820462764,1.41478970282796,0.180578573665865,0.559233873160323,-5.23973656441705
"211506_s_at","211506_s_at","CXCL8","C-X-C motif chemokine ligand 8","3576",-0.477751276541232,7.14629226123216,-1.41447626815799,0.180668625199683,0.55935754363827,-5.24013122739261
"217062_at","217062_at","DMPK","DM1 protein kinase","1760",0.24867881211108,7.11306249299358,1.41444560582128,0.180677436661919,0.55935754363827,-5.24016983265367
"215710_at","215710_at","ST3GAL4","ST3 beta-galactoside alpha-2,3-sialyltransferase 4","6484",-0.43834381411461,6.63194685023918,-1.41416853251454,0.180757075634648,0.559512852412875,-5.24051865302914
"204169_at","204169_at","IMPDH1","inosine monophosphate dehydrogenase 1","3614",-0.370563869615253,9.08705649328919,-1.41404931261267,0.180791351886285,0.5595277183256,-5.24066872929382
"205511_at","205511_at","GABPB1-IT1","GABPB1 intronic transcript","55056",-0.467537118582399,8.36356386307719,-1.41316746998709,0.181045053119905,0.560221562905996,-5.24177852586646
"203424_s_at","203424_s_at","IGFBP5","insulin like growth factor binding protein 5","3488",-0.328847531357747,12.4657933438737,-1.41284270259076,0.181138561305358,0.560281922711585,-5.24218711884059
"200056_s_at","200056_s_at","C1D","C1D nuclear receptor corepressor","10438",0.151793175137175,11.9462678251643,1.41282769392736,0.181142883621786,0.560281922711585,-5.24220599974475
"208594_x_at","208594_x_at","LILRA6","leukocyte immunoglobulin like receptor A6","79168",0.373255939293633,7.07624817935036,1.41271548477729,0.181175201233189,0.560281922711585,-5.2423471543086
"216843_x_at","216843_x_at","PMS2P1","PMS1 homolog 2, mismatch repair system component pseudogene 1","5379",-0.116833738218665,12.4603124196927,-1.41268975321753,0.181182612912264,0.560281922711585,-5.24237952242706
"211594_s_at","211594_s_at","MRPL9","mitochondrial ribosomal protein L9","65005",0.136035509826396,11.5244357917373,1.41242767806216,0.181258114969044,0.560386162908303,-5.24270916648202
"220178_at","220178_at","MFSD12","major facilitator superfamily domain containing 12","126321",0.563008901270866,8.27525310856766,1.41233189203888,0.181285716779246,0.560386162908303,-5.24282963728628
"214769_at","214769_at","CLCN4","chloride voltage-gated channel 4","1183",-0.130877161558759,12.2183343235366,-1.4122540088818,0.181308162249347,0.560386162908303,-5.24292758717131
"201198_s_at","201198_s_at","PSMD1","proteasome 26S subunit, non-ATPase 1","5707",-0.136867990479447,14.0459908478208,-1.41216298638789,0.181334397321202,0.560386162908303,-5.24304205682172
"202040_s_at","202040_s_at","KDM5A","lysine demethylase 5A","5927",-0.203936845893679,10.992509655293,-1.41185332178539,0.181423674370939,0.560537723800643,-5.24343145031172
"206726_at","206726_at","HPGDS","hematopoietic prostaglandin D synthase","27306",-0.391198352478655,8.07895480544858,-1.41178805931032,0.181442494350767,0.560537723800643,-5.24351350794965
"211693_at","211693_at","IGH","immunoglobulin heavy locus","3492",0.198920685553585,10.9850087529136,1.41136112030652,0.181565652274999,0.560786893646174,-5.2440502512204
"219055_at","219055_at","SRBD1","S1 RNA binding domain 1","55133",-0.439476884517696,8.56605205132468,-1.41128858105557,0.181586584363757,0.560786893646174,-5.24414143515427
"210287_s_at","210287_s_at","FLT1","fms related receptor tyrosine kinase 1","2321",0.351453592420514,8.99441495817311,1.41117723450365,0.181618718668404,0.560786893646174,-5.24428139439796
"205131_x_at","205131_x_at","CLEC11A","C-type lectin domain containing 11A","6320",-0.597093657461764,8.95639403278772,-1.41109896813866,0.181641308945972,0.560786893646174,-5.24437976807284
"205126_at","205126_at","VRK2","VRK serine/threonine kinase 2","7444",0.125274000988345,11.2096767991545,1.41096263626574,0.181680664426721,0.560817192435263,-5.24455111537414
"219606_at","219606_at","PHF20L1","PHD finger protein 20 like 1","51105",-0.478146247044734,8.462635614814,-1.41073992980939,0.181744969224513,0.560854003098633,-5.24483099593947
"209006_s_at","209006_s_at","RSRP1","arginine and serine rich protein 1","57035",-0.245024048268387,11.1796698213189,-1.41065119076086,0.181770597209248,0.560854003098633,-5.24494250754194
"222031_at","222031_at","LOC389906","zinc finger protein 839 pseudogene","389906",-0.523417159074651,6.35992471230493,-1.41052999159369,0.181805604571958,0.560854003098633,-5.24509480111175
"202742_s_at","202742_s_at","PRKACB","protein kinase cAMP-activated catalytic subunit beta","5567",-0.142186258422027,9.44832519455366,-1.41037912994383,0.181849187504796,0.560854003098633,-5.24528435404543
"214296_x_at","214296_x_at","IZUMO4","IZUMO family member 4","113177",-0.411988227413415,9.26517853328796,-1.41030252470872,0.18187132156697,0.560854003098633,-5.24538060051143
"221952_x_at","221952_x_at","TRMT5","tRNA methyltransferase 5","57570",-0.130900035782869,13.5770684628236,-1.41027535315083,0.181879172963357,0.560854003098633,-5.24541473782418
"209910_at","209910_at","SLC25A16","solute carrier family 25 member 16","8034",-0.386650749235903,9.0727610326891,-1.41020537784191,0.181899394072813,0.560854003098633,-5.24550264995415
"212376_s_at","212376_s_at","EP400","E1A binding protein p400","57634",-0.141295768908579,10.9996004667432,-1.40992624455875,0.181980075142218,0.561001145044428,-5.24585330229054
"218147_s_at","218147_s_at","GLT8D1","glycosyltransferase 8 domain containing 1","55830",-0.280884110968541,10.102435822504,-1.40974828346485,0.182031528749769,0.561001145044428,-5.24607683407344
"202893_at","202893_at","UNC13B","unc-13 homolog B","10497",-0.176674176611101,12.4467349143947,-1.40973361700314,0.182035769778428,0.561001145044428,-5.2460952552818
"220073_s_at","220073_s_at","PLEKHG6","pleckstrin homology and RhoGEF domain containing G6","55200",0.573137210676784,8.89949099463773,1.40947033527173,0.182111915598908,0.56100763800373,-5.24642591594081
"217301_x_at","217301_x_at","RBBP4","RB binding protein 4, chromatin remodeling factor","5928",-0.144123525096182,12.2217315553704,-1.40942319658184,0.182125551744239,0.56100763800373,-5.2464851136263
"219061_s_at","219061_s_at","LAGE3","L antigen family member 3","8270",0.132150344874837,11.6870798103533,1.40941980996234,0.18212653144843,0.56100763800373,-5.24648936655395
"1255_g_at","1255_g_at","GUCA1A","guanylate cyclase activator 1A","2978",0.518034456006312,7.64587071500089,1.409093634396,0.182220910198594,0.561110066357515,-5.24689894424189
"213298_at","213298_at","NFIC","nuclear factor I C","4782",-0.165168069549727,12.1373405752672,-1.40904875918905,0.182233897991239,0.561110066357515,-5.24695528854017
"220577_at","220577_at","GVINP1","GTPase, very large interferon inducible pseudogene 1","387751",-0.132569101624911,10.5203352035572,-1.40899846530526,0.182248454970525,0.561110066357515,-5.24701843486444
"222157_s_at","222157_s_at","WDR48","WD repeat domain 48","57599",-0.195010200480786,10.778520334549,-1.40845049870341,0.182407119996828,0.561418130791197,-5.24770632690921
"212443_at","212443_at","NBEAL2","neurobeachin like 2","23218",0.212819527199157,9.92492003599102,1.40844863200448,0.182407660699542,0.561418130791197,-5.24770866994626
"206668_s_at","206668_s_at","SCAMP1","secretory carrier membrane protein 1","9522",0.219208775432293,11.0421649161709,1.40829118190215,0.18245327203086,0.56146748520568,-5.24790628956199
"208330_at","208330_at","ALX4","ALX homeobox 4","60529",-0.451741738965352,7.11243688827555,-1.40803693163123,0.182526945120088,0.561588047968587,-5.24822537177282
"221113_s_at","221113_s_at","WNT16","Wnt family member 16","51384",-0.564492588159249,7.39638209810537,-1.40795181614949,0.182551614202178,0.561588047968587,-5.24833218175863
"209742_s_at","209742_s_at","MYL2","myosin light chain 2","4633",0.108636901089184,18.0356353276675,1.4078494268858,0.18258129341815,0.561588346443642,-5.24846066213118
"218152_at","218152_at","HMG20A","high mobility group 20A","10363",0.121314576964,11.835334403229,1.40772704648382,0.182616772641084,0.561606481746045,-5.24861421896604
"204133_at","204133_at","RRP9","ribosomal RNA processing 9, U3 small nucleolar RNA binding protein","9136",0.382133882094582,9.08778483372176,1.4075139206495,0.182678573451843,0.561705545579817,-5.24888161558657
"200995_at","200995_at","IPO7","importin 7","10527",0.132110970652176,12.8495601997419,1.40734514558512,0.182727526016992,0.56171477159577,-5.24909334707602
"220469_at","220469_at","COPE","COPI coat complex subunit epsilon","11316",0.582607872937136,7.50291377937087,1.40706475265762,0.182808876947641,0.56171477159577,-5.24944506463743
"213785_at","213785_at","IPO9","importin 9","55705",-0.328998604651183,10.0188761988606,-1.40702170575196,0.182821368884603,0.56171477159577,-5.24949905705839
"216044_x_at","216044_x_at","DIPK1A","divergent protein kinase domain 1A","388650",0.152959109229002,11.2313911174068,1.40696261426169,0.18283851800929,0.56171477159577,-5.24957317176483
"213122_at","213122_at","TSPYL5","TSPY like 5","85453",0.136237612081107,12.0974266301319,1.40691944321323,0.182851047655707,0.56171477159577,-5.24962731704665
"221599_at","221599_at","AAMDC","adipogenesis associated Mth938 domain containing","28971",0.209188876870222,13.5819760524531,1.40689167572712,0.182859107061834,0.56171477159577,-5.24966214249036
"76897_s_at","76897_s_at","FKBP15","FKBP prolyl isomerase 15","23307",-0.314801291574033,8.69250988915465,-1.40667270826369,0.182922671838385,0.561800167732598,-5.24993674980843
"209581_at","209581_at","PLAAT3","phospholipase A and acyltransferase 3","11145",0.123277735051939,12.807401547442,1.4065738640333,0.182951371647592,0.561800167732598,-5.2500607003186
"51200_at","51200_at","REX1BD","required for excision 1-B domain containing","55049",-0.143009526307576,12.9406401462962,-1.40641047093193,0.182998821654076,0.561800167732598,-5.25026558118048
"222239_s_at","222239_s_at","INTS6","integrator complex subunit 6","26512",0.236543707952976,9.81385948517325,1.40637957079388,0.183007796323296,0.561800167732598,-5.25030432535135
"219473_at","219473_at","GDAP2","ganglioside induced differentiation associated protein 2","54834",0.43543819564854,9.57566280291199,1.40624567345835,0.183046689822175,0.561800167732598,-5.2504722055435
"204998_s_at","204998_s_at","ATF5","activating transcription factor 5","22809",0.160448826989272,10.6914135300904,1.40615022864806,0.183074418098284,0.561800167732598,-5.25059186697455
"221870_at","221870_at","EHD2","EH domain containing 2","30846",-0.340427232240854,9.44195746908222,-1.40608262508149,0.183094060143362,0.561800167732598,-5.25067661961639
"204399_s_at","204399_s_at","EML2","EMAP like 2","24139",-0.333503518316886,6.80531479481436,-1.40564184452131,0.183222170618518,0.562102405788937,-5.25122914112866
"209187_at","209187_at","DR1","down-regulator of transcription 1","1810",0.142631965417543,12.7813859233043,1.40534579778228,0.183308256666725,0.562190665846479,-5.25160016732905
"203353_s_at","203353_s_at","MBD1","methyl-CpG binding domain protein 1","4152",-0.173308243511791,11.5666602222869,-1.4051276776536,0.183371704230141,0.562190665846479,-5.25187349429326
"212603_at","212603_at","MRPS31","mitochondrial ribosomal protein S31","10240",0.221989024863465,11.5623839120979,1.40492266600027,0.183431355332513,0.562190665846479,-5.25213036696019
"203785_s_at","203785_s_at","DDX28","DEAD-box helicase 28","55794",-0.596669645727165,8.56925963058036,-1.40488515000803,0.183442272891611,0.562190665846479,-5.25217737028927
"205022_s_at","205022_s_at","FOXN3","forkhead box N3","1112",0.128485493231409,13.3453491015936,1.40486177743489,0.183449074834973,0.562190665846479,-5.25220665304117
"222124_at","222124_at","HIF3A","hypoxia inducible factor 3 subunit alpha","64344",-0.479427300301594,9.21697851903741,-1.40474656254076,0.183482608007486,0.562190665846479,-5.25235099694934
"203318_s_at","203318_s_at","ZNF148","zinc finger protein 148","7707",-0.154700163206165,12.2863564469353,-1.404731110989,0.183487105551188,0.562190665846479,-5.25237035436147
"206688_s_at","206688_s_at","CPSF4","cleavage and polyadenylation specific factor 4","10898",-0.16077204475785,12.1691437111773,-1.4047285495918,0.183487851115928,0.562190665846479,-5.25237356321659
"212653_s_at","212653_s_at","EHBP1","EH domain binding protein 1","23301",-0.152495127808585,11.3332718743801,-1.40450235293497,0.183553701735068,0.562260367397744,-5.25265692007351
"200813_s_at","200813_s_at","PAFAH1B1","platelet activating factor acetylhydrolase 1b regulatory subunit 1","5048",-0.1186272181167,12.603758284803,-1.40444694375481,0.183569835499959,0.562260367397744,-5.25272632618456
"43427_at","43427_at","ACACB","acetyl-CoA carboxylase beta","32",0.173298195414629,12.4480861852662,1.40429355506045,0.183614504568884,0.562306461483417,-5.25291845209324
"221335_x_at","221335_x_at","SMG9","SMG9 nonsense mediated mRNA decay factor","56006",-0.46182908130975,8.27051047520066,-1.40343190353152,0.183865597606443,0.562920138667511,-5.25399742473428
"201008_s_at","201008_s_at","TXNIP","thioredoxin interacting protein","10628",-0.406346581218028,15.0416386275291,-1.40337130953369,0.183883265937068,0.562920138667511,-5.2540732833506
"211237_s_at","211237_s_at","FGFR4","fibroblast growth factor receptor 4","2264",-0.216255396304832,6.79476189660448,-1.40325745262283,0.183916468761813,0.562920138667511,-5.25421581625293
"221928_at","221928_at","ACACB","acetyl-CoA carboxylase beta","32",0.172361381652044,12.0749777921542,1.40319904669758,0.183933502957995,0.562920138667511,-5.25428892903443
"201486_at","201486_at","RCN2","reticulocalbin 2","5955",0.146638196047853,13.0817632446129,1.40292594492858,0.184013170924871,0.563073184532198,-5.25463076967883
"211178_s_at","211178_s_at","PSTPIP1","proline-serine-threonine phosphatase interacting protein 1","9051",0.44586518573686,8.77366035924824,1.40249914455039,0.184137732322006,0.563363531087988,-5.25516489773469
"212659_s_at","212659_s_at","IL1RN","interleukin 1 receptor antagonist","3557",0.418414261389444,10.2311692780889,1.40236735252307,0.184176209832703,0.56339045560168,-5.2553298077336
"202351_at","202351_at","ITGAV","integrin subunit alpha V","3685",-0.155428061648786,12.1753112461168,-1.40184436022029,0.184328966320772,0.563766891676098,-5.25598411172307
"206076_at","206076_at","LRRC23","leucine rich repeat containing 23","10233",-0.33936181066395,9.60834561254049,-1.40130171267117,0.18448757455283,0.564143617920835,-5.25666281869617
"207078_at","207078_at","MED6","mediator complex subunit 6","10001",-0.546429520270632,9.00937528277993,-1.40121963629094,0.184511574150362,0.564143617920835,-5.25676545769128
"212041_at","212041_at","ATP6V0D1","ATPase H+ transporting V0 subunit d1","9114",-0.170350742274639,13.892945228593,-1.40099701132965,0.184576683952453,0.56425181451745,-5.25704383496061
"209738_x_at","209738_x_at","PSG6","pregnancy specific beta-1-glycoprotein 6","5675",0.25903749916127,10.1910773740311,1.40088122969933,0.184610553431754,0.5642644898323,-5.25718859926629
"219578_s_at","219578_s_at","CPEB1","cytoplasmic polyadenylation element binding protein 1","64506",0.270559339087878,8.3725789941007,1.40050753727278,0.184719904364635,0.564434091844054,-5.25765577581105
"215694_at","215694_at","SPATA5L1","spermatogenesis associated 5 like 1","79029",0.494318934634812,8.03796183599327,1.40044966857532,0.184736842856293,0.564434091844054,-5.25772811303719
"205695_at","205695_at","SDS","serine dehydratase","10993",-0.539888274513869,8.15067876351878,-1.4003868268056,0.184755238449165,0.564434091844054,-5.25780666426135
"207455_at","207455_at","P2RY1","purinergic receptor P2Y1","5028",0.273938303618223,9.45077927363411,1.39981441577413,0.184922869382089,0.564782423281134,-5.2585220511737
"218427_at","218427_at","ENTR1","endosome associated trafficking regulator 1","10807",-0.333863734520781,10.146284393487,-1.39979431543165,0.184928758065504,0.564782423281134,-5.25854716828512
"213556_at","213556_at","PINLYP","phospholipase A2 inhibitor and LY6/PLAUR domain containing","390940",0.467865285640878,8.06427224519936,1.39955767272716,0.184998097598722,0.564821915428852,-5.2588428540509
"216299_s_at","216299_s_at","XRCC3","X-ray repair cross complementing 3","7517",0.58640820164455,9.10755755493644,1.39954710642415,0.185001194170702,0.564821915428852,-5.25885605583096
"212225_at","212225_at","EIF1","eukaryotic translation initiation factor 1","10209",0.290545140323152,9.34479724211851,1.39931231324164,0.1850700139694,0.564865567077971,-5.25914939310575
"209571_at","209571_at","CIR1","corepressor interacting with RBPJ, CIR1","9541",-0.169270861296026,10.580340462713,-1.39925431718929,0.185087016345912,0.564865567077971,-5.2592218445738
"208477_at","208477_at","KCNC1","potassium voltage-gated channel subfamily C member 1","3746",0.632076547153648,9.39207576356113,1.39919381005995,0.185104756257483,0.564865567077971,-5.25929743067454
"211730_s_at","211730_s_at","POLR2L","RNA polymerase II, I and III subunit L","5441",-0.130068710451495,14.8816991039999,-1.39882976953249,0.185211517933477,0.565100523376588,-5.25975214354048
"218219_s_at","218219_s_at","LANCL2","LanC like 2","55915",-0.207104483717387,10.119098664395,-1.39862814206936,0.185270670853868,0.565190168004151,-5.26000395377305
"211137_s_at","211137_s_at","ATP2C1","ATPase secretory pathway Ca2+ transporting 1","27032",-0.158774754088467,10.7953298194492,-1.39798871923965,0.185458366316488,0.565620370772521,-5.26080234709418
"221004_s_at","221004_s_at","ITM2C","integral membrane protein 2C","81618",-0.272879897657122,10.296977686196,-1.39794474070026,0.185471281503316,0.565620370772521,-5.2608572496284
"208404_x_at","208404_x_at","KCNJ5","potassium inwardly rectifying channel subfamily J member 5","3762",0.580735661920034,10.1960999361774,1.39775462967857,0.185527120000577,0.565699782539503,-5.26109456859294
"206089_at","206089_at","NELL1","neural EGFL like 1","4745",0.55122496111935,6.99588628758048,1.39724307119801,0.185677441509329,0.566067215290364,-5.26173303956947
"208840_s_at","208840_s_at","G3BP2","G3BP stress granule assembly factor 2","9908",0.189803334562159,11.9704612087844,1.39662906847004,0.185857999176688,0.566521344790529,-5.26249914569315
"213625_at","213625_at","ZKSCAN4","zinc finger with KRAB and SCAN domains 4","387032",-0.390084431519988,8.96514362611251,-1.39653360097439,0.185886086004014,0.566521344790529,-5.26261824080067
"205697_at","205697_at","SCGN","secretagogin, EF-hand calcium binding protein","10590",-0.454565927260065,7.5881487585897,-1.39597852616936,0.186049460187169,0.566891502165336,-5.26331057581241
"201290_at","201290_at","SEC11A","SEC11 homolog A, signal peptidase complex subunit","23478",0.103831787556009,13.7698931768716,1.39570785084138,0.186129170598311,0.566891502165336,-5.26364811171783
"218092_s_at","218092_s_at","AGFG1","ArfGAP with FG repeats 1","3267",-0.1668344662578,10.7023953089052,-1.39567650184406,0.186138404298653,0.566891502165336,-5.26368720127591
"201606_s_at","201606_s_at","PWP1","PWP1 homolog, endonuclein","11137",-0.110023234343831,12.3518421715654,-1.39564337529315,0.186148161980321,0.566891502165336,-5.26372850659905
"214475_x_at","214475_x_at","CAPN3","calpain 3","825",0.117381905988321,15.699899840155,1.39561388421013,0.186156849162384,0.566891502165336,-5.26376527827583
"203104_at","203104_at","CSF1R","colony stimulating factor 1 receptor","1436",-0.366136643274675,10.1690834948895,-1.39543794255563,0.186208683218065,0.56690380704949,-5.26398464366941
