"","PROBEID","SYMBOL","GENENAME","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"216231_s_at","216231_s_at","B2M","beta-2-microglobulin","567",-0.121969677868297,16.3726305062192,-1.67631500215393,0.117608458813795,0.434149162781287,-4.90093052355087
"208970_s_at","208970_s_at","UROD","uroporphyrinogen decarboxylase","7389",-0.132561996931425,12.833849389005,-1.67627523917288,0.117616368741264,0.434149162781287,-4.90098672080697
"207175_at","207175_at","ADIPOQ","adiponectin, C1Q and collagen domain containing","9370",-0.717243423043856,9.53342021504161,-1.67611457916702,0.117648333094914,0.434182728513577,-4.90121377403421
"208816_x_at","208816_x_at","ANXA2P2","annexin A2 pseudogene 2","304",-0.189971059977927,12.0575805937709,-1.67539192106631,0.117792204883567,0.434629196794877,-4.90223490401169
"205522_at","205522_at","HOXD4","homeobox D4","3233",-0.285318246510849,10.0443827947638,-1.67513634124186,0.117843124421353,0.434732583368629,-4.90259597718251
"219039_at","219039_at","SEMA4C","semaphorin 4C","54910",-0.405925369058153,8.60405101414699,-1.67479808973089,0.117910544445055,0.434749102868144,-4.90307379255111
"215042_at","215042_at","BMP6","bone morphogenetic protein 6","654",0.351850513701941,7.11171305948452,1.67478901345724,0.117912353986753,0.434749102868144,-4.90308661289583
"212483_at","212483_at","NIPBL","NIPBL cohesin loading factor","25836",-0.222448574573678,10.4776115984519,-1.67476919735751,0.117916304818166,0.434749102868144,-4.90311460322146
"202684_s_at","202684_s_at","RNMT","RNA guanine-7 methyltransferase","8731",-0.344774931898542,8.25788780664173,-1.67446325433874,0.117977316890572,0.434801314928193,-4.90354672267562
"216269_s_at","216269_s_at","ELN","elastin","2006",-0.61908395129468,8.85802912859576,-1.67441193414872,0.117987554027879,0.434801314928193,-4.90361920338898
"203751_x_at","203751_x_at","JUND","JunD proto-oncogene, AP-1 transcription factor subunit","3727",0.235863844689515,10.6404525962146,1.67419969263229,0.118029899353897,0.434801314928193,-4.90391894227889
"218329_at","218329_at","PRDM4","PR/SET domain 4","11108",0.153287397042108,11.1214077550852,1.67414384035633,0.118041044925257,0.434801314928193,-4.90399781590535
"217427_s_at","217427_s_at","HIRA","histone cell cycle regulator","7290",-0.421684734044852,9.14023102054284,-1.67412410188319,0.118044984046561,0.434801314928193,-4.90402568984377
"218959_at","218959_at","HOXC10","homeobox C10","3226",0.175340521895446,13.5775046325493,1.67369428946335,0.118130788435375,0.435032955898576,-4.90463260382391
"205402_x_at","205402_x_at","PRSS2","serine protease 2","5645",-0.648685878297171,7.43839364792573,-1.67343931643621,0.118181715099081,0.435136089883814,-4.90499259068696
"206413_s_at","206413_s_at","TCL1B","TCL1 family AKT coactivator B","9623",0.263035894334938,7.38299276189417,1.67310960498932,0.118247598075619,0.435164867766007,-4.90545804686857
"213256_at","213256_at","MARCHF3","membrane associated ring-CH-type finger 3","115123",0.19681953684977,10.4934194077988,1.67310762822084,0.118247993170813,0.435164867766007,-4.90546083731414
"211282_x_at","211282_x_at","TNFRSF25","TNF receptor superfamily member 25","8718",0.511938898483923,7.90981507397497,1.67305606619691,0.118258299241721,0.435164867766007,-4.90553362255778
"207030_s_at","207030_s_at","CSRP2","cysteine and glycine rich protein 2","1466",-0.19812795813632,10.4994209652436,-1.67275666903143,0.118318157462834,0.435280091977058,-4.90595622544558
"218344_s_at","218344_s_at","RCOR3","REST corepressor 3","55758",-0.192484080154303,11.9196241136945,-1.6725827668106,0.118352937781606,0.435280091977058,-4.90620166882136
"208103_s_at","208103_s_at","ANP32E","acidic nuclear phosphoprotein 32 family member E","81611",-0.41601495636665,9.57419404665531,-1.6724739627461,0.118374703074616,0.435280091977058,-4.90635522533802
"214585_s_at","214585_s_at","VPS52","VPS52 subunit of GARP complex","6293",-0.145618041978258,12.9752482055729,-1.67244085259909,0.118381327163798,0.435280091977058,-4.90640195285102
"210422_x_at","210422_x_at","SLC11A1","solute carrier family 11 member 1","6556",0.437645020260261,10.2855533394948,1.67212745130516,0.118444043017878,0.435382686954107,-4.90684421938406
"204613_at","204613_at","PLCG2","phospholipase C gamma 2","5336",0.190865006988219,10.3086017437577,1.67207222345933,0.118455097878106,0.435382686954107,-4.90692215057616
"209030_s_at","209030_s_at","CADM1","cell adhesion molecule 1","23705",0.202671980007397,10.9427212494152,1.67136423482723,0.118596894855848,0.435802207999512,-4.90792103951969
"208531_at","208531_at","SERPINA2","serpin family A member 2 (gene/pseudogene)","390502",0.640509867755738,7.37510736959951,1.67127314099153,0.118615150059707,0.435802207999512,-4.90804954293333
"58994_at","58994_at","CC2D1A","coiled-coil and C2 domain containing 1A","54862",0.174496647668843,11.1363206497149,1.67082036351998,0.118705923213618,0.43596138614406,-4.90868819755113
"204921_at","204921_at","GAS8","growth arrest specific 8","2622",-0.192240107898398,10.8514186072135,-1.6707651770747,0.118716991193917,0.43596138614406,-4.908766032055
"203109_at","203109_at","UBE2M","ubiquitin conjugating enzyme E2 M","9040",0.134216997736324,12.8353334456462,1.67063635959036,0.118742829850939,0.43596138614406,-4.90894770887336
"206196_s_at","206196_s_at","RUNDC3A","RUN domain containing 3A","10900",0.42113305193817,7.55573577481058,1.6705778223421,0.118754573083681,0.43596138614406,-4.909030263552
"218812_s_at","218812_s_at","ORAI2","ORAI calcium release-activated calcium modulator 2","80228",0.394602017697107,9.2221149718199,1.67048449356507,0.118773297995,0.43596138614406,-4.90916188072196
"208242_at","208242_at","RAX","retina and anterior neural fold homeobox","30062",0.293302373442549,7.64422192200223,1.6699964304253,0.118871262135354,0.436236620989283,-4.90985009779829
"211756_at","211756_at","PTHLH","parathyroid hormone like hormone","5744",-0.777727906377484,7.22283730838541,-1.66968297149574,0.118934217018799,0.436318501915283,-4.910292039027
"209733_at","209733_at","MID2","midline 2","11043",0.143444315280927,11.1016498979867,1.66965646922706,0.118939541056236,0.436318501915283,-4.91032940180058
"205191_at","205191_at","RP2","RP2 activator of ARL3 GTPase","6102",-0.780865482128452,7.6408455846434,-1.6694820586175,0.118974583591937,0.436362730855744,-4.9105752757475
"207735_at","207735_at","RNF125","ring finger protein 125","54941",-0.504426919591793,8.98344846574323,-1.66876297120924,0.119119158016456,0.436808594897509,-4.91158883267799
"204074_s_at","204074_s_at","CEP104","centrosomal protein 104","9731",-0.163998533375365,11.333586376141,-1.6682376675535,0.119224868982092,0.436985035727787,-4.91232907677174
"200002_at","200002_at","RPL35","ribosomal protein L35","11224",0.134434163378479,16.4670207731511,1.66818239300911,0.119235997089097,0.436985035727787,-4.91240695967198
"207799_x_at","207799_x_at","ARMCX4","armadillo repeat containing X-linked 4","100131755",0.402188044519804,7.93763351590093,1.66801924184497,0.119268848684375,0.436985035727787,-4.91263683333386
"201556_s_at","201556_s_at","VAMP2","vesicle associated membrane protein 2","6844",0.217096067944475,12.1139435411387,1.66800009849724,0.119272703847242,0.436985035727787,-4.91266380464003
"204335_at","204335_at","YJU2","YJU2 splicing factor homolog","55702",0.425225485043351,9.10358484816807,1.66795211714607,0.119282367000706,0.436985035727787,-4.9127314053194
"221883_at","221883_at","PKNOX1","PBX/knotted 1 homeobox 1","5316",-0.208624813699881,10.6864383098473,-1.66762966235451,0.11934732523674,0.437138649873486,-4.91318567844234
"209299_x_at","209299_x_at","PPIL2","peptidylprolyl isomerase like 2","23759",0.486467663675827,7.38674118105653,1.66678597056946,0.119517432841993,0.437604801297897,-4.91437400649233
"205998_x_at","205998_x_at","CYP3A4","cytochrome P450 family 3 subfamily A member 4","1576",-0.509521672055243,10.5810590143235,-1.66655972841154,0.119563084542229,0.437604801297897,-4.9146926009567
"213074_at","213074_at","PHIP","pleckstrin homology domain interacting protein","55023",-0.269781628830549,11.410020975341,-1.66652689257495,0.119569711507274,0.437604801297897,-4.91473883815372
"206770_s_at","206770_s_at","SLC35A3","solute carrier family 35 member A3","23443",0.291430521859739,9.78793248575672,1.66644348564641,0.119586546232789,0.437604801297897,-4.91485628354882
"222093_s_at","222093_s_at","INO80B","INO80 complex subunit B","83444",0.409647531623682,10.2440270919909,1.66642711933241,0.119589849827934,0.437604801297897,-4.91487932854009
"209333_at","209333_at","ULK1","unc-51 like autophagy activating kinase 1","8408",-0.221314906967335,10.9706713084969,-1.66579854392823,0.119716790372547,0.43798488117796,-4.9157643016175
"204877_s_at","204877_s_at","TAOK2","TAO kinase 2","9344",0.522847362331744,9.29554879981953,1.66564663870834,0.119747485267813,0.438012766921802,-4.91597813781388
"219374_s_at","219374_s_at","ALG9","ALG9 alpha-1,2-mannosyltransferase","79796",-0.382574684540682,9.57180571177107,-1.66496141229918,0.119886031971906,0.438233059464896,-4.91694257460448
"201832_s_at","201832_s_at","USO1","USO1 vesicle transport factor","8615",-0.141489367635028,15.0055939622527,-1.66487285403917,0.119903947905155,0.438233059464896,-4.91706719958087
"207509_s_at","207509_s_at","LAIR2","leukocyte associated immunoglobulin like receptor 2","3904",-0.435695903795497,7.95327428365525,-1.66485027028908,0.119908517125233,0.438233059464896,-4.91709898024193
"215678_at","215678_at","LOC440792","proline dehydrogenase 1 pseudogene","440792",0.350218899122554,7.17893198297583,1.66478248264156,0.119922233065101,0.438233059464896,-4.91719437181088
"219295_s_at","219295_s_at","PCOLCE2","procollagen C-endopeptidase enhancer 2","26577",0.359289988949071,10.347608999448,1.66469006465225,0.119940934844102,0.438233059464896,-4.91732441953561
"205968_at","205968_at","KCNS3","potassium voltage-gated channel modifier subfamily S member 3","3790",0.27835914904561,12.296619948712,1.66466396597913,0.119946216655057,0.438233059464896,-4.91736114395302
"202141_s_at","202141_s_at","COPS8","COP9 signalosome subunit 8","10920",-0.130289678488772,13.9025600087566,-1.66419515810642,0.120041127990317,0.438495434629242,-4.91802075912349
"216989_at","216989_at","SPAM1","sperm adhesion molecule 1","6677",0.238574932967829,9.36038004857703,1.66397188287789,0.120086353732758,0.438576248415291,-4.91833486732942
"201487_at","201487_at","CTSC","cathepsin C","1075",0.251623006482285,10.6951049669671,1.6636388147934,0.120153846402113,0.438738338160746,-4.91880338494142
"206577_at","206577_at","VIP","vasoactive intestinal peptide","7432",0.499476809923036,6.88497599415693,1.66323157740951,0.120236413803145,0.438955399930558,-4.91937615396464
"210603_at","210603_at","NAA11","N-alpha-acetyltransferase 11, NatA catalytic subunit","84779",0.367383815712618,8.74835720788753,1.66266382157408,0.120351609214206,0.439291472663427,-4.92017454028418
"221388_at","221388_at","OR1A1","olfactory receptor family 1 subfamily A member 1","8383",0.465127185215618,7.80334424285177,1.66240716051268,0.120403716424197,0.439326898295465,-4.92053540419039
"206981_at","206981_at","SCN4A","sodium voltage-gated channel alpha subunit 4","6329",0.159454631868883,13.2616938154697,1.66238804222352,0.120407598600469,0.439326898295465,-4.92056228298105
"220404_at","220404_at","ADGRG3","adhesion G protein-coupled receptor G3","222487",0.355971188985244,8.80660676502921,1.66227134545082,0.12043129752294,0.439328930087529,-4.9207263451064
"201788_at","201788_at","DDX42","DEAD-box helicase 42","11325",-0.129067963363109,12.1772182142309,-1.66189537865687,0.120507677080653,0.43947227387487,-4.92125486130334
"212599_at","212599_at","AUTS2","activator of transcription and developmental regulator AUTS2","26053",0.322819016582553,11.9933633171386,1.66185003887912,0.120516890949883,0.43947227387487,-4.92131859269577
"204837_at","204837_at","MTMR9","myotubularin related protein 9","66036",-0.104836040250083,12.2055403962582,-1.66141245269445,0.120605848130159,0.439712199136343,-4.92193362471899
"219509_at","219509_at","MYOZ1","myozenin 1","58529",0.116247968077776,17.3427366470801,1.66044494757,0.120802736857287,0.440296281781132,-4.9232930998385
"212429_s_at","212429_s_at","GTF3C2","general transcription factor IIIC subunit 2","2976",0.0961454111860434,11.8059101434761,1.66025538273093,0.120841346513613,0.440296281781132,-4.92355940530113
"201328_at","201328_at","ETS2","ETS proto-oncogene 2, transcription factor","2114",-0.233765303635639,10.9231267144886,-1.66023680534418,0.120845130847337,0.440296281781132,-4.9235855022472
"219587_at","219587_at","TTC12","tetratricopeptide repeat domain 12","54970",-0.571823667140232,7.05030849027788,-1.660089125749,0.120875217823403,0.440296281781132,-4.92379295146403
"203556_at","203556_at","ZHX2","zinc fingers and homeoboxes 2","22882",0.144048223139221,12.4684999516521,1.66005575440808,0.120882017522296,0.440296281781132,-4.92383982740293
"207892_at","207892_at","CD40LG","CD40 ligand","959",-0.189892564396665,6.75756799395059,-1.65978633886764,0.120936925522196,0.440411777117468,-4.92421824724543
"217919_s_at","217919_s_at","MRPL42","mitochondrial ribosomal protein L42","28977",-0.155671374922715,11.3032843059732,-1.6595997957991,0.120974956552222,0.440465779667698,-4.92448024201586
"209952_s_at","209952_s_at","MAP2K7","mitogen-activated protein kinase kinase 7","5609",-0.451788266776028,9.34721693166988,-1.65890656918165,0.121116378191533,0.440896131081125,-4.92545369697831
"221207_s_at","221207_s_at","NBEA","neurobeachin","26960",0.155838856926787,10.7088758286618,1.65861618825869,0.121175660286927,0.441017780774891,-4.92586138429571
"211759_x_at","211759_x_at","TBCB","tubulin folding cofactor B","1155",0.125644106276402,12.2983059732973,1.65849153491513,0.121201116407712,0.441017780774891,-4.92603638050552
"204932_at","204932_at","TNFRSF11B","TNF receptor superfamily member 11b","4982",0.664276638150592,7.45374720165161,1.65840158213343,0.121219489047797,0.441017780774891,-4.92616265670793
"200841_s_at","200841_s_at","EPRS1","glutamyl-prolyl-tRNA synthetase 1","2058",-0.30153588736051,10.4151485743217,-1.65816056586487,0.121268728049692,0.441062236178995,-4.92650097526733
"211185_s_at","211185_s_at","SF3B1","splicing factor 3b subunit 1","23451",-0.107969996850411,14.5771447101768,-1.65811433483413,0.121278174929117,0.441062236178995,-4.92656586697652
"214687_x_at","214687_x_at","ALDOA","aldolase, fructose-bisphosphate A","226",0.13558608740879,17.5960567223972,1.6578709782524,0.121327913185049,0.441106162144766,-4.92690743303399
"201672_s_at","201672_s_at","USP14","ubiquitin specific peptidase 14","9097",-0.130487771626898,13.8400892492845,-1.65769450362869,0.121363992978524,0.441106162144766,-4.9271551062456
"205899_at","205899_at","CCNA1","cyclin A1","8900",-0.613016172001936,8.67341269053203,-1.65765880910799,0.121371291774273,0.441106162144766,-4.9272051996694
"216775_at","216775_at","USP53","ubiquitin specific peptidase 53","54532",-0.50222610612952,8.40376614329775,-1.65744562818414,0.121414890883371,0.441106162144766,-4.92750436195435
"200701_at","200701_at","NPC2","NPC intracellular cholesterol transporter 2","10577",0.15830904874149,12.3495663830669,1.65730333556488,0.121443999754353,0.441106162144766,-4.92770403128499
"204861_s_at","204861_s_at","NAIP","NLR family apoptosis inhibitory protein","4671",-0.41487008425676,9.16892379616318,-1.65727008284934,0.121450803158286,0.441106162144766,-4.92775069094055
"218345_at","218345_at","TMEM176A","transmembrane protein 176A","55365",-0.230692216157564,11.0909536918537,-1.65723482909206,0.121458016333184,0.441106162144766,-4.92780015777647
"215294_s_at","215294_s_at","SMARCA1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1","6594",-0.2429528472009,10.4588217461449,-1.65711167705092,0.12148321707558,0.441106162144766,-4.92797295516737
"211612_s_at","211612_s_at","IL13RA1","interleukin 13 receptor subunit alpha 1","3597",-0.117900157152762,11.3085574828767,-1.65701996805885,0.121501986560897,0.441106162144766,-4.92810162882328
"209549_s_at","209549_s_at","DGUOK","deoxyguanosine kinase","1716",0.147598905099755,11.4834637959781,1.6569192148605,0.12152260998826,0.441106162144766,-4.92824298688247
"221097_s_at","221097_s_at","KCNMB2","potassium calcium-activated channel subfamily M regulatory beta subunit 2","10242",0.237646648935534,10.1201328194733,1.65669202990034,0.121569124285039,0.441113581127057,-4.92856171036599
"204769_s_at","204769_s_at","TAP2","transporter 2, ATP binding cassette subfamily B member","6891",0.38720187166172,9.67655927117758,1.65660532883119,0.121586879736301,0.441113581127057,-4.92868333816729
"220566_at","220566_at","PIK3R5","phosphoinositide-3-kinase regulatory subunit 5","23533",0.196739165552518,10.1772932713827,1.65647161437394,0.121614267471033,0.441113581127057,-4.92887091035757
"207172_s_at","207172_s_at","CDH11","cadherin 11","1009",-0.62939954432107,8.2517666203465,-1.65637554529927,0.121633947912304,0.441113581127057,-4.92900566836828
"218073_s_at","218073_s_at","NDC1","NDC1 transmembrane nucleoporin","55706",-0.324278827818613,8.84060951271162,-1.65629627467193,0.121650189167307,0.441113581127057,-4.92911685912924
"207282_s_at","207282_s_at","MYOG","myogenin","4656",-0.342785512008664,11.2626450787643,-1.65606373538007,0.121697843603455,0.441113581127057,-4.92944301622196
"214676_x_at","214676_x_at","MUC3B","mucin 3B, cell surface associated","57876",0.512026549067377,8.33865839196173,1.65592633360427,0.121726009112944,0.441113581127057,-4.92963572081355
"204180_s_at","204180_s_at","ZBTB43","zinc finger and BTB domain containing 43","23099",0.129802968962984,11.4138875308587,1.65590604451943,0.121730168584299,0.441113581127057,-4.92966417518913
"217979_at","217979_at","TSPAN13","tetraspanin 13","27075",-0.215997824035815,11.0556063409335,-1.65587789797242,0.121735939122067,0.441113581127057,-4.92970364887639
"213850_s_at","213850_s_at","SCAF11","SR-related CTD associated factor 11","9169",-0.146087642455958,12.9748757880521,-1.65577510951633,0.121757014596807,0.441113581127057,-4.92984779933344
"202545_at","202545_at","PRKCD","protein kinase C delta","5580",0.651734203922037,7.44703986179138,1.65562923130883,0.12178693055621,0.441137777080536,-4.9300523690821
"201944_at","201944_at","HEXB","hexosaminidase subunit beta","3074",-0.165766474344721,12.2200941774944,-1.65534661838074,0.121844905657182,0.441261082085085,-4.93044865383496
"201071_x_at","201071_x_at","SF3B1","splicing factor 3b subunit 1","23451",-0.113560353536956,14.4877387652807,-1.65523670568622,0.121867459617156,0.441261082085085,-4.93060276372963
"219681_s_at","219681_s_at","RAB11FIP1","RAB11 family interacting protein 1","80223",-0.321346063675696,9.66015627930816,-1.65489112820139,0.121938395498661,0.441367678734364,-4.93108725972049
"203571_s_at","203571_s_at","ADIRF","adipogenesis regulatory factor","10974",-0.21981039735388,11.3141665367631,-1.65485737106018,0.12194532668245,0.441367678734364,-4.93113458343455
"215486_at","215486_at","PRPS1L1","phosphoribosyl pyrophosphate synthetase 1 like 1","221823",-0.57371378535262,7.47860239184732,-1.65465959794257,0.12198594135936,0.441367678734364,-4.9314118267841
"214773_x_at","214773_x_at","TIPRL","TOR signaling pathway regulator","261726",-0.11525004142602,11.6605820039514,-1.6545431249579,0.122009865776271,0.441367678734364,-4.93157509171377
"217986_s_at","217986_s_at","BAZ1A","bromodomain adjacent to zinc finger domain 1A","11177",-0.184856554720037,9.41942717414209,-1.65452715348587,0.122013146755054,0.441367678734364,-4.93159747900826
"222017_x_at","222017_x_at","LRCH4","leucine rich repeats and calponin homology domain containing 4","4034",-0.520042555578929,8.69830217445976,-1.65402958515766,0.122115399574587,0.441542354189171,-4.9322948543741
"206486_at","206486_at","LAG3","lymphocyte activating 3","3902",0.647684454298433,6.95187010962482,1.65398798233826,0.122123952556859,0.441542354189171,-4.93235315748085
"204159_at","204159_at","CDKN2C","cyclin dependent kinase inhibitor 2C","1031",0.250190729545182,11.3333782972834,1.65380845379245,0.122160867224521,0.441542354189171,-4.93260474205597
"203632_s_at","203632_s_at","GPRC5B","G protein-coupled receptor class C group 5 member B","51704",-0.16103940889635,12.7976368700803,-1.6537943902192,0.122163759388876,0.441542354189171,-4.93262444948791
"213754_s_at","213754_s_at","PAIP1","poly(A) binding protein interacting protein 1","10605",-0.13126336644228,12.6985754424268,-1.65369835108983,0.122183511370552,0.441542354189171,-4.93275902727677
"212992_at","212992_at","AHNAK2","AHNAK nucleoprotein 2","113146",-0.46581798921215,8.97442715758124,-1.65361339359631,0.12220098656289,0.441542354189171,-4.93287807244434
"206492_at","206492_at","FHIT","fragile histidine triad diadenosine triphosphatase","2272",0.29547633570221,9.22174539941924,1.65322375345659,0.122281160932472,0.441747965583643,-4.93342399895152
"210083_at","210083_at","SEMA7A","semaphorin 7A (John Milton Hagen blood group)","8482",0.35141440791487,9.90246210034519,1.65296609749438,0.122334202796753,0.441855499599231,-4.93378495695657
"201340_s_at","201340_s_at","ENC1","ectodermal-neural cortex 1","8507",-1.0383106871671,8.52537659668107,-1.65250346628514,0.122429491960767,0.442115555522771,-4.93443298124213
"217829_s_at","217829_s_at","USP39","ubiquitin specific peptidase 39","10713",0.123600885358421,11.2739611276786,1.65234020175811,0.12246313538977,0.442150904471946,-4.93466164425604
"207268_x_at","207268_x_at","ABI2","abl interactor 2","10152",0.456926614169499,10.8667303890602,1.65222993582764,0.122485862126947,0.442150904471946,-4.93481607102599
"212205_at","212205_at","H2AZ2","H2A.Z variant histone 2","94239",-0.122242729251957,13.8075671330677,-1.65210693031391,0.122511218947095,0.4421583613102,-4.93498833177537
"200087_s_at","200087_s_at","TMED2","transmembrane p24 trafficking protein 2","10959",-0.113230818243846,14.2608646158309,-1.65195447474604,0.122542653076254,0.442187744915339,-4.93520182398239
"220248_x_at","220248_x_at","NSFL1C","NSFL1 cofactor","55968",-0.143243962312225,13.3197161530738,-1.65169955059302,0.122595230483207,0.442293397091068,-4.93555878079605
"212740_at","212740_at","PIK3R4","phosphoinositide-3-kinase regulatory subunit 4","30849",-0.192655448570266,11.2469272937033,-1.65131578626626,0.122674417982514,0.442397985249186,-4.93609607963227
"215898_at","215898_at","TTLL5","tubulin tyrosine ligase like 5","23093",-0.442232809783417,8.02897727255105,-1.65099251061374,0.122741158666505,0.442397985249186,-4.93654862816881
"208335_s_at","208335_s_at","ACKR1","atypical chemokine receptor 1 (Duffy blood group)","2532",0.19022375249302,10.52323160173,1.65093414407128,0.12275321189521,0.442397985249186,-4.93663032857357
"209153_s_at","209153_s_at","TCF3","transcription factor 3","6929",-0.396746242238352,9.53644137947165,-1.65092126730572,0.122755871205112,0.442397985249186,-4.93664835298405
"201867_s_at","201867_s_at","TBL1X","transducin beta like 1 X-linked","6907",-0.36321910039671,9.67332401703988,-1.65089768398805,0.122760741762848,0.442397985249186,-4.9366813637902
"218127_at","218127_at","NFYB","nuclear transcription factor Y subunit beta","4801",-0.168328187996932,12.2178752438803,-1.65079409615915,0.122782137295441,0.442397985249186,-4.9368263575525
"212212_s_at","212212_s_at","INTS1","integrator complex subunit 1","26173",-0.212883230585621,11.4867993205835,-1.65076887827904,0.122787346411608,0.442397985249186,-4.93686165460049
"219132_at","219132_at","PELI2","pellino E3 ubiquitin protein ligase family member 2","57161",-0.395578123919712,8.8237384435847,-1.6506248780897,0.122817095421686,0.442421202938385,-4.93706320270163
"219116_s_at","219116_s_at","DCUN1D2","defective in cullin neddylation 1 domain containing 2","55208",0.13784929205613,12.2608563150072,1.65007499475401,0.122930753781372,0.442673259945901,-4.93783273724427
"220948_s_at","220948_s_at","ATP1A1","ATPase Na+/K+ transporting subunit alpha 1","476",0.231394550130791,11.2650074774519,1.65006073002431,0.122933703457374,0.442673259945901,-4.93785269785688
"219272_at","219272_at","TRIM62","tripartite motif containing 62","55223",-0.419074183835598,7.92783707059998,-1.64919808287536,0.123112197471884,0.443231928087663,-4.93905959439306
"39705_at","39705_at","SIN3B","SIN3 transcription regulator family member B","23309",-0.155699614261197,10.2090562975539,-1.64885657922256,0.123182921952449,0.443275331748407,-4.93953726801929
"211261_at","211261_at","NUP214","nucleoporin 214","8021",0.187096106238204,10.5179106453144,1.64881107064082,0.123192349334277,0.443275331748407,-4.93960091777679
"204213_at","204213_at","PIGR","polymeric immunoglobulin receptor","5284",-0.386058857376254,9.62357535519463,-1.64880163958856,0.12319430311339,0.443275331748407,-4.93961410820806
"212689_s_at","212689_s_at","KDM3A","lysine demethylase 3A","55818",-0.191264479066179,11.6877011722768,-1.64828320779924,0.123301745393793,0.443538488535,-4.94033912185551
"201783_s_at","201783_s_at","RELA","RELA proto-oncogene, NF-kB subunit","5970",-0.148302767867539,12.6178685909947,-1.64822329732581,0.12331416679771,0.443538488535,-4.94042289576349
"202625_at","202625_at","LYN","LYN proto-oncogene, Src family tyrosine kinase","4067",-0.368035742286111,8.61777031748173,-1.64790904719457,0.123379339038853,0.44364225938446,-4.94086228567585
"203023_at","203023_at","NOP16","NOP16 nucleolar protein","51491",0.261722549773634,11.2912808997544,1.64785883128662,0.123389756086702,0.44364225938446,-4.9409324934707
"222035_s_at","222035_s_at","PAPOLA","poly(A) polymerase alpha","10914",-0.134463394969593,12.1283015589974,-1.64696128010624,0.123576078283395,0.444228038275322,-4.94218714644927
"206064_s_at","206064_s_at","PPIL2","peptidylprolyl isomerase like 2","23759",-0.553072320155794,7.70762353782087,-1.6468439856196,0.123600445519578,0.444231514150636,-4.9423510757967
"58367_s_at","58367_s_at","ZNF419","zinc finger protein 419","79744",0.133197626962058,11.7029028583484,1.64656824111196,0.123657746327922,0.444267482903933,-4.94273642364202
"208889_s_at","208889_s_at","NCOR2","nuclear receptor corepressor 2","9612",0.477885597102532,10.2309389852569,1.64654694834938,0.123662172012943,0.444267482903933,-4.94276617817213
"65438_at","65438_at","MEAK7","MTOR associated protein, eak-7 homolog","57707",-0.562650756477449,7.34789126405555,-1.64645800710731,0.123680659879229,0.444267482903933,-4.94289046210941
"217542_at","217542_at","MDM2","MDM2 proto-oncogene","4193",-0.662648703389372,7.73670903097607,-1.64629856690879,0.123713808124106,0.4443024845683,-4.94311324854566
"214760_at","214760_at","ZNF337","zinc finger protein 337","26152",0.241933495292974,10.9823818624518,1.64601036811158,0.123773745460907,0.444433664427816,-4.94351591497369
"220292_at","220292_at","ZSCAN32","zinc finger and SCAN domain containing 32","54925",-0.725198792427044,8.90129507380968,-1.6457244363935,0.123833236347709,0.444563191910911,-4.94391536943303
"216294_s_at","216294_s_at","KIAA1109","KIAA1109","84162",0.215033442793722,11.6683496790693,1.64548323731297,0.123883439570992,0.444659333865703,-4.94425229674004
"211037_s_at","211037_s_at","MBOAT7","membrane bound O-acyltransferase domain containing 7","79143",-0.380890847332156,7.21742546865904,-1.64482382197479,0.12402078105521,0.445028142491447,-4.94517326307219
"205945_at","205945_at","IL6R","interleukin 6 receptor","3570",-0.244578212326566,10.8312114232459,-1.64476482479004,0.124033075322495,0.445028142491447,-4.94525564946056
"206840_at","206840_at","AFM","afamin","173",0.412749637206089,8.52814751761169,1.64456770783221,0.124074159714936,0.445091430088499,-4.94553089898498
"215071_s_at","215071_s_at","H2AC6","H2A clustered histone 6","8334",-0.20494243686692,11.13393740884,-1.64432910376646,0.124123907001301,0.445185764313752,-4.94586405196007
"219244_s_at","219244_s_at","MRPL46","mitochondrial ribosomal protein L46","26589",0.201525786518133,12.5476294069999,1.64366646081571,0.124262154711131,0.445597420671726,-4.94678911094931
"203221_at","203221_at","TLE1","TLE family member 1, transcriptional corepressor","7088",0.300397455220956,13.300409241712,1.64338503942434,0.124320908492906,0.44567135572719,-4.94718190716062
"218783_at","218783_at","INTS7","integrator complex subunit 7","25896",-0.255253829958106,9.02710443458441,-1.64314820255171,0.12437037291094,0.44567135572719,-4.94751244086499
"207496_at","207496_at","MS4A2","membrane spanning 4-domains A2","2206",-0.751262948999671,7.78835239210559,-1.6431348419737,0.124373163837559,0.44567135572719,-4.9475310862156
"45653_at","45653_at","KCTD13","potassium channel tetramerization domain containing 13","253980",-0.417737100320693,9.01837444644755,-1.64311802268519,0.124376677341058,0.44567135572719,-4.94755455823085
"202206_at","202206_at","ARL4C","ADP ribosylation factor like GTPase 4C","10123",-0.754994683381079,8.23414105691159,-1.64278877086042,0.124445474584826,0.445833721365982,-4.94801401189668
"207452_s_at","207452_s_at","CNTN5","contactin 5","53942",-0.647238459220908,6.46017859419008,-1.64254650105665,0.124496118107089,0.445931001159431,-4.94835204912885
"209882_at","209882_at","RIT1","Ras like without CAAX 1","6016",-0.248589338900356,9.44832036002366,-1.64205405039961,0.124599114255478,0.446215730055838,-4.94903906358863
