"","ID","Description","SPOT_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"677776_at","677776_at","small Cajal body-specific RNA 8",677776,-0.111304736108112,3.690202433704,-1.75683479304984,0.0862626406905584,0.398919044736996,-4.77929111355231
"127933_at","127933_at","U2AF homology motif (UHM) kinase 1",127933,-0.0643589983783768,7.060221393872,-1.75599626739357,0.0864075384185679,0.399495121166439,-4.78064015572155
"51156_at","51156_at","serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10",51156,-0.0763194451891875,3.12409686748,-1.75570312235927,0.0864582420741034,0.399536283536523,-4.78111164492452
"80700_at","80700_at","UBX domain protein 6",80700,0.0694623665675751,7.466901944544,1.7556567109367,0.086466271880309,0.399536283536523,-4.78118628603403
"5370_at","5370_at","pro-melanin-concentrating hormone-like 2, pseudogene",5370,0.0920164975675675,2.189908755864,1.75559224154786,0.086477426995236,0.399536283536523,-4.78128996603704
"9054_at","9054_at","NFS1 cysteine desulfurase",9054,0.0494952484324269,6.973471639904,1.75511235790662,0.0865604989328515,0.399826097773505,-4.78206161479532
"171546_at","171546_at","serine palmitoyltransferase, small subunit A",171546,-0.0818340490540548,5.514707983048,-1.75485467595763,0.0866051334122325,0.399938273515982,-4.78247589050693
"8546_at","8546_at","adaptor-related protein complex 3, beta 1 subunit",8546,-0.0705834168918882,6.465481174272,-1.75462925596419,0.0866441954125394,0.400024669165621,-4.78283825584517
"125488_at","125488_at","tetratricopeptide repeat domain 39C",125488,0.0566010454864889,3.216240902408,1.75388239871672,0.086773720217822,0.400435095263033,-4.78403855257717
"407028_at","407028_at","microRNA 302a",407028,0.0388348898918927,1.660063628944,1.75388170279062,0.0867738409853087,0.400435095263033,-4.78403967081656
"730249_at","730249_at","immunoresponsive 1 homolog (mouse)",730249,-0.0535874288918894,2.258002050768,-1.75349994503074,0.086840110485814,0.400538272502905,-4.78465303571698
"9728_at","9728_at","SECIS binding protein 2-like",9728,-0.04641719372973,7.64457593688,-1.7533889032994,0.0868593942149953,0.400538272502905,-4.78483142342784
"162655_at","162655_at","zinc finger protein 519",162655,-0.0735606247837866,3.729291156152,-1.75324579638968,0.0868842517293487,0.400538272502905,-4.78506130931755
"11279_at","11279_at","Kruppel-like factor 8",11279,0.111968003621623,4.85314254304,1.75310576713562,0.0869085804172283,0.400538272502905,-4.78528623570531
"711_at","711_at","ERC2 intronic transcript 1 (non-protein coding)",711,0.0585835204054068,2.689166766784,1.75304966489457,0.0869183292212161,0.400538272502905,-4.78537634736858
"2306_at","2306_at","forkhead box D2",2306,-0.0939443477567581,3.840035787696,-1.75284186764978,0.0869544458108386,0.400538272502905,-4.78571009065728
"347404_at","347404_at","LanC lantibiotic synthetase component C-like 3 (bacterial)",347404,-0.0737912735405413,2.790749715448,-1.75283194831794,0.0869561701727184,0.400538272502905,-4.78572602125388
"8662_at","8662_at","eukaryotic translation initiation factor 3, subunit B",8662,-0.0634948731351379,7.661738277296,-1.75281431721738,0.0869592352075861,0.400538272502905,-4.78575433687656
"7262_at","7262_at","pleckstrin homology-like domain, family A, member 2",7262,-0.0645460616216198,5.023414777448,-1.75247569357563,0.0870181199273124,0.400715587875211,-4.78629812048134
"10223_at","10223_at","glycoprotein A33 (transmembrane)",10223,-0.107460643891892,3.833504848536,-1.7522827755648,0.0870516821766472,0.400744302016492,-4.7866078803209
"91683_at","91683_at","synaptotagmin XII",91683,-0.119205744621622,3.33085003144,-1.75206557789084,0.0870894813506873,0.400744302016492,-4.78695658992281
"26263_at","26263_at","F-box protein 22",26263,-0.0684868269729719,6.584622845688,-1.75205568333002,0.0870912036398919,0.400744302016492,-4.78697247469948
"246126_at","246126_at","taxilin gamma 2, pseudogene",246126,-0.0887742267837837,5.735184298656,-1.75188085927273,0.0871216389541434,0.400744302016492,-4.78725312540936
"3998_at","3998_at","lectin, mannose-binding, 1",3998,-0.0635785768918993,8.8060422938,-1.7518540602842,0.0871263052058853,0.400744302016492,-4.78729614456802
"55004_at","55004_at","late endosomal/lysosomal adaptor, MAPK and MTOR activator 1",55004,-0.073917657513511,7.607125532464,-1.75160776568377,0.0871691999176587,0.400790290355048,-4.78769148329333
"3352_at","3352_at","5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled",3352,-0.0636201043783795,3.264358614752,-1.75156248351855,0.0871770881890623,0.400790290355048,-4.78776416257733
"344805_at","344805_at","transmembrane protease, serine 7",344805,-0.0755208175405415,2.70555143184,-1.75137101072944,0.087210449846992,0.400849902079696,-4.78807146454084
"50640_at","50640_at","patatin-like phospholipase domain containing 8",50640,-0.114844623945942,6.93745819956,-1.75123307719459,0.0872344895963723,0.400866649176315,-4.78829282145678
"100131496_at","100131496_at","uncharacterized LOC100131496",100131496,0.104638866351352,3.17779798172,1.75089211469894,0.0872939380292445,0.401046063119863,-4.78883993679122
"64927_at","64927_at","tetratricopeptide repeat domain 23",64927,-0.074168190297299,5.306621598808,-1.75070195478344,0.0873271080253518,0.401104692949349,-4.78914503153928
"6051_at","6051_at","arginyl aminopeptidase (aminopeptidase B)",6051,-0.0709113272432482,6.667676266304,-1.75041399974168,0.0873773566909637,0.401130388779082,-4.78960697577664
"11063_at","11063_at","SRY (sex determining region Y)-box 30",11063,0.0682785640270271,2.660333486176,1.75034642888771,0.0873891514256945,0.401130388779082,-4.78971536508067
"8515_at","8515_at","integrin, alpha 10",8515,0.0810496704864851,3.487458131696,1.75028505830655,0.0873998650339506,0.401130388779082,-4.78981380551667
"120_at","120_at","adducin 3 (gamma)",120,0.0821604067297335,6.052140683816,1.75020214670074,0.0874143408538113,0.401130388779082,-4.78994679376251
"6295_at","6295_at","S-antigen; retina and pineal gland (arrestin)",6295,-0.0555097642972955,2.818629948192,-1.74983913667127,0.0874777436122271,0.401202350275088,-4.79052898956924
"51123_at","51123_at","zinc finger protein 706",51123,-0.078310256,7.599307339272,-1.74968158569146,0.0875052731775301,0.401202350275088,-4.79078163771669
"55508_at","55508_at","solute carrier family 35, member E3",55508,0.062682613513517,6.163917791792,1.74956978410555,0.08752481314556,0.401202350275088,-4.790960910468
"56965_at","56965_at","poly (ADP-ribose) polymerase family, member 6",56965,0.0473083269459416,8.479267653976,1.7495321097759,0.0875313984460937,0.401202350275088,-4.7910213186729
"65012_at","65012_at","solute carrier family 26, member 10",65012,0.106563406297298,3.986522160464,1.74950748367813,0.0875357031991966,0.401202350275088,-4.79106080432908
"5828_at","5828_at","peroxisomal biogenesis factor 2",5828,-0.0695658105405377,6.697456389128,-1.74941139111073,0.0875525023063933,0.401202350275088,-4.79121487525653
"650_at","650_at","bone morphogenetic protein 2",650,0.100247200135136,4.362169133968,1.7491363797202,0.0876005952756736,0.40132916073382,-4.7916557772311
"157638_at","157638_at","family with sequence similarity 84, member B",157638,0.0686026653513494,3.450936060208,1.7488068550994,0.0876582503930775,0.401499709444313,-4.79218399719469
"93492_at","93492_at","transmembrane phosphoinositide 3-phosphatase and tensin homolog 2",93492,0.122501972999998,2.863040836432,1.74834202592947,0.0877396329237266,0.401692371253587,-4.79292896181316
"55450_at","55450_at","calcium/calmodulin-dependent protein kinase II inhibitor 1",55450,0.0882356746756709,6.770657206792,1.74822305455135,0.0877604726397124,0.401692371253587,-4.79311960554162
"3918_at","3918_at","laminin, gamma 2",3918,-0.0640752690810782,2.96451196736,-1.74818374574827,0.0877673591065185,0.401692371253587,-4.79318259283887
"2250_at","2250_at","fibroblast growth factor 5",2250,-0.0578118656756761,2.660371968864,-1.74809980289213,0.0877820664767556,0.401692371253587,-4.79331709639042
"27145_at","27145_at","filamin A interacting protein 1",27145,-0.0481375626216227,9.514337312728,-1.74777105754511,0.0878396847684665,0.401862468444935,-4.7938437991727
"4927_at","4927_at","nucleoporin 88kDa",4927,-0.0464021368108138,8.166594106904,-1.74734038895554,0.0879152146816233,0.402114412230073,-4.79453367064877
"56242_at","56242_at","zinc finger protein 253",56242,-0.114010627081083,6.732658991728,-1.74655992315949,0.0880522297026688,0.402631562956915,-4.79578349684886
"54587_at","54587_at","matrix-remodelling associated 8",54587,0.100920919945945,7.57147512944,1.74646302852303,0.0880692525262938,0.402631562956915,-4.79593862900516
"83868_at","83868_at","testis-specific transcript, Y-linked 13 (non-protein coding)",83868,0.103758906432433,4.054642844832,1.74619903259435,0.0881156463004298,0.402723458779298,-4.79636125945695
"100505929_at","100505929_at","chromosome 21 open reading frame 37",100505929,-0.058367936189188,1.81564122784,-1.74611547551555,0.0881303345990516,0.402723458779298,-4.79649501435357
"8986_at","8986_at","ribosomal protein S6 kinase, 90kDa, polypeptide 4",8986,-0.0682341461351363,5.171379815272,-1.74569867827616,0.0882036329381942,0.402964714497273,-4.7971621249414
"6837_at","6837_at","mediator complex subunit 22",6837,-0.0694179604324354,5.454540174848,-1.74557992926399,0.0882245255655797,0.402966494414572,-4.79735216527942
"23401_at","23401_at","frequently rearranged in advanced T-cell lymphomas 2",23401,0.0838182990540552,4.91845192872,1.74531167047402,0.0882717380678272,0.403014625033281,-4.79778143316514
"4544_at","4544_at","melatonin receptor 1B",4544,-0.0671412879189166,3.586326439616,-1.74496874603445,0.0883321221636321,0.403014625033281,-4.79833009854865
"1140_at","1140_at","cholinergic receptor, nicotinic, beta 1 (muscle)",1140,-0.0541765776486418,9.059130122488,-1.74496283171507,0.0883331638933704,0.403014625033281,-4.79833956041066
"29841_at","29841_at","grainyhead-like 1 (Drosophila)",29841,-0.0692720602432448,3.312212195808,-1.74488768583703,0.0883464007470483,0.403014625033281,-4.79845977808879
"641371_at","641371_at","acyl-CoA thioesterase 1",641371,-0.0897021062972971,5.646025881064,-1.74463683037688,0.0883906006236531,0.403014625033281,-4.79886106212244
"25981_at","25981_at","dynein, axonemal, heavy chain 1",25981,0.0663911587567583,4.79663940056,1.74462648332843,0.088392424134834,0.403014625033281,-4.79887761284194
"5469_at","5469_at","mediator complex subunit 1",5469,-0.0535857678378315,7.398174322184,-1.74451807784454,0.0884115308548691,0.403014625033281,-4.79905100879251
"6637_at","6637_at","small nuclear ribonucleoprotein polypeptide G",6637,-0.194941096513512,4.415840851896,-1.74448116614153,0.0884180374159814,0.403014625033281,-4.7991100474187
"5825_at","5825_at","ATP-binding cassette, sub-family D (ALD), member 3",5825,-0.0794791441891922,7.038197129448,-1.74447223130421,0.0884196124526054,0.403014625033281,-4.79912433813205
"4067_at","4067_at","v-yes-1 Yamaguchi sarcoma viral related oncogene homolog",4067,0.176914382000002,5.367864179112,1.74416341737773,0.0884740646950471,0.403169317764075,-4.79961822804393
"115795_at","115795_at","FANCD2 opposite strand",115795,-0.0693592323783769,3.706692511152,-1.74374072098745,0.088548642891603,0.403415629900688,-4.80029412980061
"23033_at","23033_at","dopey family member 1",23033,-0.0692976614864875,6.59180918968,-1.74358585328668,0.0885759800230052,0.403446653852177,-4.80054173177084
"80099_at","80099_at","chromosome 7 open reading frame 69",80099,0.0605968080810815,2.107374076592,1.7432427268832,0.0886365735460494,0.403455727396662,-4.80109025382605
"5865_at","5865_at","RAB3B, member RAS oncogene family",5865,-0.0569662245135123,2.643736851368,-1.7431808512955,0.088647503988664,0.403455727396662,-4.80118915830247
"5449_at","5449_at","POU class 1 homeobox 1",5449,-0.057185724216215,2.279300764472,-1.74315475647095,0.0886521140274492,0.403455727396662,-4.80123086843564
"84433_at","84433_at","caspase recruitment domain family, member 11",84433,-0.0625501644594539,3.68731102152,-1.74310964687364,0.0886600837807156,0.403455727396662,-4.80130297063693
"6302_at","6302_at","tetraspanin 31",6302,-0.0537166091351287,7.350728714936,-1.74258986813573,0.0887519590317335,0.403769991217188,-4.80213365801487
"2538_at","2538_at","glucose-6-phosphatase, catalytic subunit",2538,-0.0496192040810781,2.682722643816,-1.7424865456839,0.0887702316093147,0.403769991217188,-4.80229875802002
"55128_at","55128_at","tripartite motif containing 68",55128,-0.0627412430270278,5.73008567352,-1.74203917106595,0.0888493860647789,0.404036518675882,-4.80301352543372
"127495_at","127495_at","leucine rich repeat containing 39",127495,-0.0725226381081079,10.95932553216,-1.74172853661641,0.0889043815934376,0.404055725930647,-4.80350973121578
"150771_at","150771_at","inositol 1,4,5-trisphosphate receptor interacting protein-like 1",150771,0.0789017373513521,3.954343307048,1.7415352100049,0.0889386229820909,0.404055725930647,-4.80381851169918
"4849_at","4849_at","CCR4-NOT transcription complex, subunit 3",4849,-0.0823382535135133,6.461157275216,-1.74147067916596,0.0889500549273879,0.404055725930647,-4.80392157353679
"143_at","143_at","poly (ADP-ribose) polymerase family, member 4",143,0.0740607773243243,6.973694257144,1.74142030356884,0.0889589800567096,0.404055725930647,-4.80400202583647
"51493_at","51493_at","RNA 2',3'-cyclic phosphate and 5'-OH ligase",51493,-0.0473440278378368,7.197460323608,-1.74127341578276,0.0889850086807651,0.404055725930647,-4.80423660141614
"5595_at","5595_at","mitogen-activated protein kinase 3",5595,0.0449468067567542,7.435915067672,1.74107318682621,0.089020499638178,0.404055725930647,-4.80455633392078
"4800_at","4800_at","nuclear transcription factor Y, alpha",4800,-0.0667232930810817,6.840425100192,-1.74101562988072,0.0890307039005902,0.404055725930647,-4.80464823698858
"51206_at","51206_at","glycoprotein VI (platelet)",51206,-0.0794072342162186,4.794382010416,-1.74099838880781,0.0890337607578972,0.404055725930647,-4.8046757658684
"5329_at","5329_at","plasminogen activator, urokinase receptor",5329,0.0814880337837867,4.303207811584,1.7409708936736,0.0890386358504951,0.404055725930647,-4.80471966695799
"84061_at","84061_at","magnesium transporter 1",84061,-0.055180967648651,6.943712703104,-1.74065573008919,0.0890945326230941,0.404071880075953,-4.80522284160047
"55181_at","55181_at","SMG8 nonsense mediated mRNA decay factor",55181,-0.0783148126486477,4.330277083544,-1.74060550580889,0.0891034430043273,0.404071880075953,-4.80530301997661
"9290_at","9290_at","G protein-coupled receptor 55",9290,0.049764969594595,3.039114736944,1.74060307981776,0.0891038734226713,0.404071880075953,-4.80530689279468
"9260_at","9260_at","PDZ and LIM domain 7 (enigma)",9260,0.0860823968378339,7.078702161112,1.73984961969441,0.0892376359933899,0.404481312040213,-4.8065094813987
"55341_at","55341_at","large 60S subunit nuclear export GTPase 1",55341,-0.0583495150540507,6.884424041976,-1.73984461888861,0.0892385243512152,0.404481312040213,-4.80651746162906
"79758_at","79758_at","dehydrogenase/reductase (SDR family) member 12",79758,0.0523211513243238,5.387004085568,1.73944360306957,0.0893097860071246,0.404481312040213,-4.80715733402187
"9479_at","9479_at","mitogen-activated protein kinase 8 interacting protein 1",9479,-0.102560225135138,3.44074775568,-1.73902278102831,0.0893846183407754,0.404481312040213,-4.80782867341812
"10645_at","10645_at","calcium/calmodulin-dependent protein kinase kinase 2, beta",10645,0.0604918310270266,6.067196546344,1.73894737044333,0.0893980336922787,0.404481312040213,-4.80794896152452
"594837_at","594837_at","small nucleolar RNA, C/D box 101",594837,-0.0785520725135114,2.693466468,-1.73891046463591,0.0894045997539271,0.404481312040213,-4.80800782867712
"23015_at","23015_at","golgin A8 family, member A",23015,0.15139143283784,4.863920470128,1.73884789461189,0.089415732759697,0.404481312040213,-4.80810762946237
"80204_at","80204_at","F-box protein 11",80204,-0.0695633510270239,7.816799024704,-1.73872933078528,0.0894368318450273,0.404481312040213,-4.8082967333221
"219479_at","219479_at","olfactory receptor, family 5, subfamily R, member 1",219479,0.0946193637837851,2.667488018928,1.73860494496038,0.0894589714518069,0.404481312040213,-4.80849511108343
"115_at","115_at","adenylate cyclase 9",115,-0.08283937672973,7.84420660392,-1.73858881501037,0.089461842779049,0.404481312040213,-4.80852083517365
"4321_at","4321_at","matrix metallopeptidase 12 (macrophage elastase)",4321,0.0509270770810821,2.049683368072,1.73857558610926,0.089464197741702,0.404481312040213,-4.80854193250964
"26526_at","26526_at","tetraspanin 16",26526,-0.0585814539189169,2.46334341424,-1.73854345731171,0.0894699174130899,0.404481312040213,-4.80859317066072
"164656_at","164656_at","transmembrane protease, serine 6",164656,-0.0578793210540542,3.956646729464,-1.7384941668642,0.0894786928494022,0.404481312040213,-4.80867177617142
"23511_at","23511_at","nucleoporin 188kDa",23511,-0.0461279800810841,6.563997545856,-1.73847401558698,0.0894822806935406,0.404481312040213,-4.80870391169287
"10046_at","10046_at","mastermind-like domain containing 1",10046,-0.0753267444054071,5.720195402104,-1.73831666946822,0.0895102995889947,0.404514929437136,-4.80895482271645
"9214_at","9214_at","Fas apoptotic inhibitory molecule 3",9214,-0.0689374643783771,3.234957644744,-1.7380972466396,0.089549384812081,0.404598530826814,-4.80930469137603
"503582_at","503582_at","arginine-fifty homeobox",503582,-0.0713428382702679,2.370482499448,-1.73743406916335,0.0896676014643037,0.405039540146961,-4.81036189382398
"55690_at","55690_at","phosphofurin acidic cluster sorting protein 1",55690,0.0815065040270317,6.525836320064,1.73689136797061,0.0897644390928745,0.405383797318785,-4.811226781168
"23077_at","23077_at","MYC binding protein 2, E3 ubiquitin protein ligase",23077,-0.0436016778918891,7.147862086488,-1.73631130195368,0.0898680403957512,0.405758434628554,-4.81215095878022
"56896_at","56896_at","dihydropyrimidinase-like 5",56896,-0.0659600091891903,3.250654257672,-1.73571496395965,0.0899746518570977,0.406021915680797,-4.81310078451537
"25816_at","25816_at","tumor necrosis factor, alpha-induced protein 8",25816,0.11745741483784,3.34137298892,1.73566966196068,0.0899827551170494,0.406021915680797,-4.81317292843963
"57730_at","57730_at","ankyrin repeat domain 36B",57730,0.105674023513515,5.098896399664,1.73563826186774,0.0899883720721254,0.406021915680797,-4.81322293247726
"50944_at","50944_at","SH3 and multiple ankyrin repeat domains 1",50944,-0.0674860584054033,3.890019332512,-1.73532575777563,0.0900442898008403,0.406180966661858,-4.81372054674885
"10512_at","10512_at","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",10512,-0.0925682889999981,7.174710084024,-1.73411707985979,0.0902608366630262,0.407064360664322,-4.81564445293887
"51302_at","51302_at","cytochrome P450, family 39, subfamily A, polypeptide 1",51302,-0.11700051110811,3.473109763936,-1.73373079942968,0.0903301341910912,0.407204881861184,-4.81625906935823
"374308_at","374308_at","patched domain containing 3",374308,0.0615262894324338,2.474386552488,1.73365204083535,0.0903442686842307,0.407204881861184,-4.81638436884191
"23379_at","23379_at","KIAA0947",23379,-0.0524992217027034,6.767212675552,-1.73350211275958,0.0903711807782119,0.407204881861184,-4.81662288051481
"6167_at","6167_at","ribosomal protein L37",6167,0.0632533048648698,5.965901015968,1.73341906579818,0.0903860905860841,0.407204881861184,-4.81675498735348
"960_at","960_at","CD44 molecule (Indian blood group)",960,0.124218033756745,7.072181714952,1.73323830148608,0.0904185511346035,0.407204881861184,-4.81704251909888
"5456_at","5456_at","POU class 3 homeobox 4",5456,-0.0780516607027,3.560902504032,-1.73320724128429,0.0904241297137075,0.407204881861184,-4.81709192223728
"554236_at","554236_at","DPY19L2 pseudogene 1",554236,-0.122286668297295,4.018760052376,-1.7331354438525,0.0904370260162852,0.407204881861184,-4.81720611749881
"54469_at","54469_at","zinc finger, AN1-type domain 6",54469,-0.0500686096216176,8.046085855912,-1.7323716382166,0.0905743162298962,0.407703518182151,-4.81842071365682
"55363_at","55363_at","hemogen",55363,-0.193881827675674,3.21890102788,-1.73228857246712,0.0905892573471789,0.407703518182151,-4.81855277620155
"222696_at","222696_at","zinc finger and SCAN domain containing 23",222696,-0.0719473401081068,2.904983642416,-1.73198072145424,0.0906446487238831,0.407859415297436,-4.81904216730806
"79047_at","79047_at","potassium channel tetramerization domain containing 15",79047,0.0946486559729713,4.768589779472,1.73178707226279,0.0906795063221995,0.407922869594074,-4.81934997328148
"27433_at","27433_at","torsin family 2, member A",27433,-0.0749311168918982,4.089217601952,-1.73163562193816,0.0907067757466277,0.407952167168014,-4.81959068337928
"5594_at","5594_at","mitogen-activated protein kinase 1",5594,0.0559902349189159,9.17352983324,1.73115460020408,0.0907934315558148,0.408248479477919,-4.8203550830817
"10268_at","10268_at","receptor (G protein-coupled) activity modifying protein 3",10268,0.0617594989729744,5.18056673308,1.73079345224626,0.0908585374985211,0.408388178473712,-4.82092886917164
"57035_at","57035_at","chromosome 1 open reading frame 63",57035,0.066346380567567,6.316251324688,1.73075174915659,0.0908660580271467,0.408388178473712,-4.82099511973333
"10617_at","10617_at","STAM binding protein",10617,0.0579988544864918,7.58705819248,1.72981121777834,0.0910358066024482,0.409057554404325,-4.82248890606812
"23475_at","23475_at","quinolinate phosphoribosyltransferase",23475,-0.0732013692432423,5.159556945768,-1.72941016647651,0.0911082692709645,0.409289582686065,-4.82312565773967
"6286_at","6286_at","S100 calcium binding protein P",6286,-0.0851226626756714,3.55086817248,-1.72877429096513,0.0912232588810775,0.409712506866704,-4.82413498061406
"9879_at","9879_at","DEAD (Asp-Glu-Ala-Asp) box polypeptide 46",9879,0.0554386457297324,7.714726494888,1.72846984168544,0.0912783572563635,0.409866308776918,-4.82461811865133
"11316_at","11316_at","coatomer protein complex, subunit epsilon",11316,-0.0665750128648588,6.64535900056,-1.7276802931551,0.0914213766960994,0.410162526567624,-4.82587073103086
"29851_at","29851_at","inducible T-cell co-stimulator",29851,0.0575731991621633,2.342783172536,1.72766948520436,0.0914233357508458,0.410162526567624,-4.8258878743366
"55253_at","55253_at","tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)",55253,-0.0908038714054005,5.044332911824,-1.72766315875505,0.0914244825025447,0.410162526567624,-4.82589790915209
"3954_at","3954_at","leucine zipper-EF-hand containing transmembrane protein 1",3954,-0.0733718878378351,6.435036665416,-1.72764484362711,0.0914278024266186,0.410162526567624,-4.82592695985513
"10635_at","10635_at","RAD51 associated protein 1",10635,0.10187320545946,3.005866155928,1.7271220154094,0.0915226161569065,0.410432249166896,-4.82675613657739
"79870_at","79870_at","brain and acute leukemia, cytoplasmic",79870,0.0822708251081092,4.415101122936,1.72708302059027,0.0915296910602678,0.410432249166896,-4.82681797154448
"1616_at","1616_at","death-domain associated protein",1616,-0.0678897220540531,4.841074753864,-1.72688326482804,0.091565940266029,0.410500270229082,-4.82713470991135
"80817_at","80817_at","centrosomal protein 44kDa",80817,-0.0842758839999949,5.312737101592,-1.72676338596036,0.0915877001397425,0.410500270229082,-4.8273247780651
"285195_at","285195_at","solute carrier family 9, subfamily A (NHE9, cation proton antiporter 9), member 9",285195,0.100479526108104,5.282072706408,1.7266542191978,0.0916075193459222,0.410500270229082,-4.82749785226589
"6691_at","6691_at","serine peptidase inhibitor, Kazal type 2 (acrosin-trypsin inhibitor)",6691,-0.0555112763243231,2.644745779168,-1.72636476767644,0.0916600865054812,0.410604246377091,-4.82795670628415
"10916_at","10916_at","melanoma antigen family D, 2",10916,0.0605251662432371,7.272994425232,1.72629640212001,0.0916725060090911,0.410604246377091,-4.8280650733392
"93099_at","93099_at","dermokine",93099,-0.0621248075135128,3.958905548376,-1.72591316881963,0.0917421513278689,0.410822566005454,-4.82867247251767
"441239_at","441239_at","uncharacterized LOC441239",441239,-0.0686105291081089,4.921940864192,-1.72574978147029,0.0917718572429996,0.410861977734377,-4.82893139521274
"25814_at","25814_at","ataxin 10",25814,-0.0431046174324337,8.287177748752,-1.72543347663377,0.0918293882753118,0.410947041233435,-4.82943258879539
"8491_at","8491_at","mitogen-activated protein kinase kinase kinase kinase 3",8491,-0.0672465409189229,8.455538068184,-1.72530951557069,0.0918519430922162,0.410947041233435,-4.82962898686109
"100130967_at","100130967_at","chromosome 6 open reading frame 99",100130967,-0.160856744486482,3.099903769632,-1.72530049473382,0.091853584620865,0.410947041233435,-4.82964327857511
"345079_at","345079_at","sosondowah ankyrin repeat domain family member B",345079,-0.060739683594595,2.627916242048,-1.72485415419588,0.0919348360563071,0.411206338076615,-4.83035033556014
"6870_at","6870_at","tachykinin receptor 3",6870,0.0852617003243243,2.602939347648,1.7247072834189,0.0919615853609814,0.411206338076615,-4.83058296201684
"9688_at","9688_at","nucleoporin 93kDa",9688,-0.0621942902432417,6.425658934904,-1.7246374369169,0.0919743086488654,0.411206338076615,-4.8306935848696
"8832_at","8832_at","CD84 molecule",8832,0.130190979405406,3.736297714376,1.72434071174854,0.0920283766494597,0.411354495034906,-4.83116349497988
"100130093_at","100130093_at","uncharacterized LOC100130093",100130093,0.174045305918919,4.279067723632,1.72411044961643,0.0920703522657119,0.411448545573056,-4.83152810257899
"63932_at","63932_at","chromosome X open reading frame 56",63932,-0.0809060918378348,5.170325818784,-1.72391529780434,0.0921059399235063,0.41151401301582,-4.83183708202566
"54978_at","54978_at","solute carrier family 35, member F6",54978,-0.0567651575945911,5.82947962644,-1.72378374589713,0.0921299360357244,0.41152767337412,-4.83204534816814
"29066_at","29066_at","zinc finger CCCH-type containing 7A",29066,-0.0713879072702683,6.991245428176,-1.72355219341575,0.0921721856852182,0.411622844230238,-4.83241189673598
"8557_at","8557_at","titin-cap",8557,-0.0601358967567407,11.74176475928,-1.72275835351571,0.0923171541298574,0.412008035694451,-4.83366822639737
"11322_at","11322_at","transmembrane channel-like 6",11322,0.0757363477567576,4.058589556736,1.72266252693479,0.0923346664930575,0.412008035694451,-4.83381984762111
"374868_at","374868_at","ATPase, class II, type 9B",374868,-0.05485523821622,6.357780453712,-1.72258954723538,0.0923480054295844,0.412008035694451,-4.83393531457951
"103_at","103_at","adenosine deaminase, RNA-specific",103,0.065731958837838,6.7677676214,1.7225562072503,0.0923540997117798,0.412008035694451,-4.83398806300485
"158067_at","158067_at","adenylate kinase 8",158067,0.0700149659729781,3.58119979904,1.72250612722815,0.0923632545675054,0.412008035694451,-4.83406729480842
"284069_at","284069_at","family with sequence similarity 171, member A2",284069,0.0884035337027083,3.77824663724,1.7221870589386,0.0924215994338264,0.412174748189794,-4.83457204738062
"100289678_at","100289678_at","zinc finger family member 783",100289678,0.111501837351352,4.95633741256,1.72188721741996,0.0924764564360615,0.41232583366478,-4.83504631051419
"51400_at","51400_at","protein phosphatase methylesterase 1",51400,0.0597268386756751,7.509676157424,1.72149941661186,0.0925474460553839,0.412520252040521,-4.83565959434681
"201299_at","201299_at","RAD52 motif 1",201299,-0.0549106409459443,3.30528435488,-1.72141973003985,0.0925620388469877,0.412520252040521,-4.83578559914815
"1143_at","1143_at","cholinergic receptor, nicotinic, beta 4 (neuronal)",1143,-0.0964636609999996,3.3518820192,-1.72107231251295,0.0926256828686958,0.412663598826684,-4.83633489611601
"3938_at","3938_at","lactase",3938,-0.0796486746486518,3.26706707008,-1.72101494243921,0.0926361960935855,0.412663598826684,-4.83642559393319
"623_at","623_at","bradykinin receptor B1",623,0.079299515567568,3.989011218112,1.7207464544151,0.0926854104612525,0.412740752182593,-4.83685001885726
"51205_at","51205_at","acid phosphatase 6, lysophosphatidic",51205,-0.0681093145675646,5.58223673812,-1.72069133611523,0.0926955164411299,0.412740752182593,-4.836937142605
"131_at","131_at","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide",131,0.0677460009729756,2.509301633688,1.72045628218189,0.0927386240381228,0.412839165763367,-4.83730865787521
"23176_at","23176_at","septin 8",23176,0.0752457529729718,5.561494229376,1.72012483065223,0.0927994387566417,0.413016342690905,-4.83783246028383
"171586_at","171586_at","abhydrolase domain containing 3",171586,-0.0822946425135074,5.802803594056,-1.71994703648775,0.0928320740915023,0.413068051662754,-4.83811339765035
"57180_at","57180_at","ARP3 actin-related protein 3 homolog B (yeast)",57180,-0.0656929458918913,5.872062689528,-1.71961404795972,0.0928932220934244,0.413246579226836,-4.83863949442439
"149934_at","149934_at","nuclear receptor corepressor 1 pseudogene 1",149934,-0.142382752054057,5.005621413464,-1.71934793910644,0.0929421127937348,0.413370510262065,-4.83905986317128
"6049_at","6049_at","ring finger protein (C3H2C3 type) 6",6049,-0.0613177937297262,6.160133503752,-1.71890700603948,0.093023170078239,0.413637417356948,-4.83975627592431
