"","PROBEID","ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"83857_at","83857_at","83857","TMTC1","transmembrane O-mannosyltransferase targeting cadherins 1",-0.131845002350003,8.067698424175,-2.15148084904028,0.0414753394886453,0.313692756079305,-4.02183239285969
"23498_at","23498_at","23498","HAAO","3-hydroxyanthranilate 3,4-dioxygenase",0.139223141949999,5.131375479275,2.15134835882515,0.0414868582164666,0.313692756079305,-4.02206788527963
"60561_at","60561_at","60561","RINT1","RAD50 interactor 1",-0.1427963387,6.19618725865,-2.15121071702485,0.0414988278695036,0.313692756079305,-4.02231252408223
"23031_at","23031_at","23031","MAST3","microtubule associated serine/threonine kinase 3",0.154647514150003,5.242081993775,2.15118773976481,0.0415008263281219,0.313692756079305,-4.02235336189342
"9331_at","9331_at","9331","B4GALT6","beta-1,4-galactosyltransferase 6",0.183175312200001,4.52428100265,2.1503327198398,0.0415752536387245,0.31378825657259,-4.02387279472905
"115353_at","115353_at","115353","LRRC42","leucine rich repeat containing 42",-0.0948692662000008,5.65423444555,-2.15011139934645,0.0415945385602608,0.31378825657259,-4.02426603194665
"84695_at","84695_at","84695","LOXL3","lysyl oxidase like 3",0.13340162755,3.930781195325,2.15008854005632,0.0415965308790735,0.31378825657259,-4.0243066462792
"5205_at","5205_at","5205","ATP8B1","ATPase phospholipid transporting 8B1",0.150951759849997,5.701759362025,2.15000111726516,0.0416041510701375,0.31378825657259,-4.02446196858868
"157777_at","157777_at","157777","MCMDC2","minichromosome maintenance domain containing 2",-0.132104266,4.69729647175,-2.14848069289618,0.0417368793674262,0.314617870612842,-4.02716260376729
"220_at","220_at","220","ALDH1A3","aldehyde dehydrogenase 1 family member A3",0.19839172905,4.995408547975,2.1470553027971,0.0418616569066749,0.315219279992382,-4.02969328037692
"521_at","521_at","521","ATP5ME","ATP synthase membrane subunit e",0.160162015399999,8.68429448485,2.14704895166516,0.0418622136290462,0.315219279992382,-4.02970455384761
"93550_at","93550_at","93550","ZFAND4","zinc finger AN1-type containing 4",-0.113135338150001,5.388696426025,-2.14657884914795,0.0419034399672632,0.315358134392019,-4.03053893979829
"3692_at","3692_at","3692","EIF6","eukaryotic translation initiation factor 6",0.0954688549500027,6.717255570825,2.14546797130976,0.0420010050191676,0.315874000917787,-4.03251015550144
"23428_at","23428_at","23428","SLC7A8","solute carrier family 7 member 8",-0.131712761499999,6.39473647715,-2.14520117838074,0.0420244670064881,0.315874000917787,-4.03298346939614
"139411_at","139411_at","139411","PTCHD1","patched domain containing 1",0.19463414635,4.060571419725,2.14476967399533,0.0420624387728413,0.315874000917787,-4.0337489127157
"100132948_at","100132948_at","100132948","FAM27C","family with sequence similarity 27 member C",-0.206475221149996,5.513549621675,-2.14476012784765,0.0420632791684597,0.315874000917787,-4.03376584541541
"79654_at","79654_at","79654","HECTD3","HECT domain E3 ubiquitin protein ligase 3",0.0855481806499983,7.127725976925,2.14427624533953,0.0421058975535273,0.315888712781409,-4.03462407735513
"57621_at","57621_at","57621","ZBTB2","zinc finger and BTB domain containing 2",-0.132810366800001,5.9217005758,-2.14420385637627,0.0421122766102987,0.315888712781409,-4.03475245799905
"4826_at","4826_at","4826","NNAT","neuronatin",0.116470439000001,4.1832206124,2.14396069005779,0.0421337112568267,0.315888712781409,-4.0351836883332
"79695_at","79695_at","79695","GALNT12","polypeptide N-acetylgalactosaminyltransferase 12",0.168148861800002,4.1277367725,2.14359927603851,0.0421655873175139,0.315956539509687,-4.03582455848148
"4809_at","4809_at","4809","SNU13","small nuclear ribonucleoprotein 13",-0.0930360503500003,7.821955029175,-2.14260255042823,0.0422536089678566,0.316283013770641,-4.03759160869326
"11270_at","11270_at","11270","NRM","nurim",0.136329071400001,4.51417936995,2.14258837306075,0.0422548621721037,0.316283013770641,-4.03761673915852
"22900_at","22900_at","22900","CARD8","caspase recruitment domain family member 8",0.107973478150003,7.009717548875,2.14232621487042,0.0422780415845091,0.31628545704303,-4.03808141455236
"222901_at","222901_at","222901","RPL23P8","ribosomal protein L23 pseudogene 8",-0.171856429949999,4.049922525225,-2.14132675722771,0.0423665160663585,0.31677611148482,-4.03985260511867
"7456_at","7456_at","7456","WIPF1","WAS/WASL interacting protein family member 1",0.206739429150001,6.254989169025,2.14046490517237,0.0424429428093403,0.317176203283623,-4.04137949466448
"5281_at","5281_at","5281","PIGF","phosphatidylinositol glycan anchor biosynthesis class F",-0.175110496200001,4.8682942372,-2.14017872364916,0.0424683479861302,0.317194784742602,-4.04188641385004
"9836_at","9836_at","9836","LCMT2","leucine carboxyl methyltransferase 2",-0.14788056955,5.323602745175,-2.13935996160082,0.0425411073263546,0.317566842177318,-4.04333645376617
"51692_at","51692_at","51692","CPSF3","cleavage and polyadenylation specific factor 3",-0.123391357300003,5.8517075475,-2.13891980334078,0.04258026825047,0.317655297359163,-4.04411582747412
"4057_at","4057_at","4057","LTF","lactotransferrin",0.151346127249997,4.330220574675,2.13845648488165,0.0426215246964441,0.317655297359163,-4.04493609441657
"5098_at","5098_at","5098","PCDHGC3","protocadherin gamma subfamily C, 3",-0.138483071250001,6.872828948675,-2.1380482683497,0.042657904291751,0.317655297359163,-4.04565870954698
"11344_at","11344_at","11344","TWF2","twinfilin actin binding protein 2",-0.171443109899997,9.0416653055,-2.13796926546933,0.0426649481185056,0.317655297359163,-4.04579854790459
"51291_at","51291_at","51291","GMIP","GEM interacting protein",0.187960363099999,4.32633444895,2.13793821761545,0.0426677166033731,0.317655297359163,-4.04585350294144
"801_at","801_at","801","CALM1","calmodulin 1",0.107475987500003,10.93989355025,2.13708318420124,0.042744021885434,0.317988173421387,-4.04736671165232
"10001_at","10001_at","10001","MED6","mediator complex subunit 6",-0.109405872749997,7.346743631775,-2.13665554390069,0.042782231483124,0.317988173421387,-4.04812338290079
"122060_at","122060_at","122060","SLAIN1","SLAIN motif family member 1",-0.134782241200001,5.37460034715,-2.13629737651716,0.0428142572713553,0.317988173421387,-4.04875705010605
"29916_at","29916_at","29916","SNX11","sorting nexin 11",-0.114050031800002,5.2400811714,-2.13623977267734,0.0428194099670378,0.317988173421387,-4.04885895577991
"29895_at","29895_at","29895","MYLPF","myosin light chain, phosphorylatable, fast skeletal muscle",0.0866921245000025,12.31279131525,2.13615147967292,0.0428273089058863,0.317988173421387,-4.04901514940562
"55603_at","55603_at","55603","TENT5A","terminal nucleotidyltransferase 5A",0.125075259450003,5.308312249575,2.13543056499053,0.0428918528896132,0.318273324916904,-4.05029031283204
"80380_at","80380_at","80380","PDCD1LG2","programmed cell death 1 ligand 2",0.162233512899998,4.87358709855,2.13520900362872,0.0429117069577271,0.318273324916904,-4.05068215564475
"83723_at","83723_at","83723","TLCD3B","TLC domain containing 3B",0.218433638900002,5.5481531942,2.13451205836633,0.0429742138594596,0.318320561646615,-4.05191456224179
"5887_at","5887_at","5887","RAD23B","RAD23 homolog B, nucleotide excision repair protein",-0.0699714613500024,8.271898722075,-2.13450018437951,0.0429752795086639,0.318320561646615,-4.05193555665057
"256949_at","256949_at","256949","KANK3","KN motif and ankyrin repeat domains 3",0.127312801299999,5.66521691575,2.13436876143327,0.0429870758466419,0.318320561646615,-4.05216792048107
"730102_at","730102_at","730102","CRYZL2P","crystallin zeta like 2, pseudogene",0.149721311349999,7.662311880025,2.13406436755334,0.0430144089690298,0.318352631086295,-4.05270607075157
"57209_at","57209_at","57209","ZNF248","zinc finger protein 248",-0.16967776215,6.261502387775,-2.13250905730062,0.0431543119573379,0.319049663999913,-4.05545496451463
"204_at","204_at","204","AK2","adenylate kinase 2",-0.107913253199999,7.26332358005,-2.1324067801026,0.0431635262657808,0.319049663999913,-4.05563568472279
"3480_at","3480_at","3480","IGF1R","insulin like growth factor 1 receptor",0.0926323996000011,6.8724911016,2.13224441538894,0.0431781575747678,0.319049663999913,-4.05592256552978
"137492_at","137492_at","137492","VPS37A","VPS37A subunit of ESCRT-I",-0.1135884028,7.4066248797,-2.13199324932088,0.0432007998797569,0.319049663999913,-4.05636631985074
"23780_at","23780_at","23780","APOL2","apolipoprotein L2",0.1194798597,4.26135107235,2.13133010759021,0.0432606324629184,0.319209375380136,-4.05753777478279
"9605_at","9605_at","9605","VPS9D1","VPS9 domain containing 1",0.160283458649999,4.878967955725,2.13120341121496,0.0432720722152421,0.319209375380136,-4.05776155902021
"9994_at","9994_at","9994","CASP8AP2","caspase 8 associated protein 2",-0.121191338600001,6.311027269,-2.13082150206142,0.0433065722256799,0.319209375380136,-4.05843607250474
"8178_at","8178_at","8178","ELL","elongation factor for RNA polymerase II",-0.117479409300001,5.90105819585,-2.13050675063258,0.0433350240418079,0.319209375380136,-4.05899191364792
"25909_at","25909_at","25909","AHCTF1","AT-hook containing transcription factor 1",-0.2257523954,7.3468270791,-2.13047663902914,0.0433377468453234,0.319209375380136,-4.05904508690939
"143279_at","143279_at","143279","HECTD2","HECT domain E3 ubiquitin protein ligase 2",0.159101306500002,5.27006472915,2.13009781372478,0.0433720147522596,0.319291853282592,-4.05971400116552
"6663_at","6663_at","6663","SOX10","SRY-box transcription factor 10",-0.0947192535500037,4.807791437575,-2.12942240114677,0.0434331717410566,0.319538940652359,-4.06090641923398
"10201_at","10201_at","10201","NME6","NME/NM23 nucleoside diphosphate kinase 6",-0.100225447299999,5.784641785,-2.12921734046946,0.0434517547910217,0.319538940652359,-4.06126839673712
"2585_at","2585_at","2585","GALK2","galactokinase 2",-0.128976171649999,6.373280370175,-2.1273708325017,0.0436194108259937,0.32057322002496,-4.06452683861545
"284119_at","284119_at","284119","CAVIN1","caveolae associated protein 1",0.120592677100001,7.36403850725,2.12697254797876,0.0436556495290043,0.32057322002496,-4.06522942297788
"203547_at","203547_at","203547","VMA21","vacuolar ATPase assembly factor VMA21",-0.108712530499998,5.8375483559,-2.12690402151878,0.0436618872649603,0.32057322002496,-4.0653502965493
"8548_at","8548_at","8548","BLZF1","basic leucine zipper nuclear factor 1",-0.153044538300001,7.98237070915,-2.12604603945501,0.043740054180046,0.320865532757899,-4.06686346663783
"10574_at","10574_at","10574","CCT7","chaperonin containing TCP1 subunit 7",-0.0763305733500008,8.984019203125,-2.1259581558494,0.0437480679417743,0.320865532757899,-4.06701843838819
"192670_at","192670_at","192670","AGO4","argonaute RISC component 4",0.113688531849998,6.635958230075,2.12535657268919,0.0438029593026118,0.320890517511367,-4.06807913953863
"26155_at","26155_at","26155","NOC2L","NOC2 like nucleolar associated transcriptional repressor",-0.115699357849999,7.011191892875,-2.12532591433489,0.0438057583719043,0.320890517511367,-4.0681331904251
"50944_at","50944_at","50944","SHANK1","SH3 and multiple ankyrin repeat domains 1",-0.117166620200003,3.91678608115,-2.12515865618785,0.0438210316543702,0.320890517511367,-4.06842805844861
"57522_at","57522_at","57522","SRGAP1","SLIT-ROBO Rho GTPase activating protein 1",0.197100841550002,4.286903287575,2.1248743044919,0.0438470083631803,0.320910944339722,-4.06892932095155
"50640_at","50640_at","50640","PNPLA8","patatin like phospholipase domain containing 8",-0.188193188050001,6.820761160075,-2.12404265964046,0.0439230618081199,0.321297661429376,-4.07039510725902
"50717_at","50717_at","50717","DCAF8","DDB1 and CUL4 associated factor 8",0.0894252641499964,7.302503783625,2.12355855487977,0.0439673873327909,0.321452002475344,-4.07124817144854
"9865_at","9865_at","9865","TRIL","TLR4 interactor with leucine rich repeats",0.1490013625,4.14252533175,2.12212313973942,0.0440990523365177,0.321669648201457,-4.07377681665959
"9123_at","9123_at","9123","SLC16A3","solute carrier family 16 member 3",0.278835326399996,7.77016163745,2.12204292371626,0.0441064206508568,0.321669648201457,-4.07391809228081
"10198_at","10198_at","10198","MPHOSPH9","M-phase phosphoprotein 9",-0.102246714550001,6.682888218625,-2.12192655903839,0.0441171113929719,0.321669648201457,-4.0741230261497
"54540_at","54540_at","54540","FAM193B","family with sequence similarity 193 member B",0.146111785650001,5.942058221725,2.12181133135919,0.0441276999637936,0.321669648201457,-4.07432595016166
"8542_at","8542_at","8542","APOL1","apolipoprotein L1",0.170263049149998,4.815979244925,2.12178506523065,0.0441301139452618,0.321669648201457,-4.07437220561584
"222255_at","222255_at","222255","ATXN7L1","ataxin 7 like 1",0.107783641049998,6.011412022525,2.12171440522591,0.0441366085212837,0.321669648201457,-4.07449663812926
"27154_at","27154_at","27154","BRPF3","bromodomain and PHD finger containing 3",0.14494900195,6.342243310875,2.12059170632685,0.0442399141580449,0.322101712094693,-4.0764733406803
"7077_at","7077_at","7077","TIMP2","TIMP metallopeptidase inhibitor 2",0.229701601650005,7.145801565925,2.12043241212523,0.0442545892201312,0.322101712094693,-4.07675374820581
"85007_at","85007_at","85007","PHYKPL","5-phosphohydroxy-L-lysine phospho-lyase",0.0908785646000005,6.34573567125,2.12031170677812,0.0442657121679268,0.322101712094693,-4.07696621785831
"7918_at","7918_at","7918","GPANK1","G-patch domain and ankyrin repeats 1",-0.105892949599999,5.3119721511,-2.11925296481292,0.0443633821793751,0.322297881296952,-4.07882950249268
"4637_at","4637_at","4637","MYL6","myosin light chain 6",0.146687334699998,8.87797367325,2.11909331454352,0.0443781268151823,0.322297881296952,-4.0791104173349
"286436_at","286436_at","286436","H2BW2","H2B.W histone 2",-0.12130264955,4.487786988225,-2.11903032483417,0.0443839454906616,0.322297881296952,-4.07922124782954
"3329_at","3329_at","3329","HSPD1","heat shock protein family D (Hsp60) member 1",-0.117941056700001,7.11131080585,-2.11891141903964,0.0443949312781059,0.322297881296952,-4.07943045671875
"5358_at","5358_at","5358","PLS3","plastin 3",0.165198196849997,7.023668547275,2.11875801094365,0.0444091083550064,0.322297881296952,-4.07970035902765
"100158262_at","100158262_at","100158262","SCARNA9L","small Cajal body-specific RNA 9 like",-0.22502313395,4.341577147925,-2.11726553637172,0.0445472458819131,0.323130965935889,-4.08232549384716
"8089_at","8089_at","8089","YEATS4","YEATS domain containing 4",-0.136928165800001,5.88123208575,-2.11543904563522,0.0447168221781437,0.323939790977753,-4.08553643788454
"2034_at","2034_at","2034","EPAS1","endothelial PAS domain protein 1",0.130513015949997,9.107423769175,2.11507088983688,0.0447510726628128,0.323939790977753,-4.08618342412369
"51479_at","51479_at","51479","ANKFY1","ankyrin repeat and FYVE domain containing 1",0.105847121799998,7.0346485925,2.11500400034112,0.0447572980862652,0.323939790977753,-4.08630096561547
"79770_at","79770_at","79770","TXNDC15","thioredoxin domain containing 15",-0.0891781546999963,6.81132854005,-2.11483736085311,0.0447728106407086,0.323939790977753,-4.08659378176574
"51406_at","51406_at","51406","NOL7","nucleolar protein 7",-0.0913838922000014,6.79681846565,-2.11480544984184,0.044775781802055,0.323939790977753,-4.08664985349116
"64710_at","64710_at","64710","NUCKS1","nuclear casein kinase and cyclin dependent kinase substrate 1",-0.080235840150003,9.698288553675,-2.11451684156639,0.0448026614783445,0.323964908495449,-4.0871569491954
"8320_at","8320_at","8320","EOMES","eomesodermin",-0.101648085900001,4.5937468481,-2.11403441275294,0.0448476249868094,0.324013404431018,-4.08800449069229
"5830_at","5830_at","5830","PEX5","peroxisomal biogenesis factor 5",0.139866696400003,6.29518673185,2.11363886966605,0.0448845206752922,0.324013404431018,-4.08869929208834
"22944_at","22944_at","22944","KIN","Kin17 DNA and RNA binding protein",-0.120943266599999,6.1554743849,-2.11324269049925,0.0449215029329863,0.324013404431018,-4.08939512285439
"10777_at","10777_at","10777","ARPP21","cAMP regulated phosphoprotein 21",-0.153749689899999,7.4600446304,-2.11298434781137,0.0449456332174567,0.324013404431018,-4.08984881658076
"8763_at","8763_at","8763","CD164","CD164 molecule",-0.143058638399996,9.3811146235,-2.11287572247224,0.0449557827417309,0.324013404431018,-4.09003956998169
"103910_at","103910_at","103910","MYL12B","myosin light chain 12B",-0.140570711050005,7.845150884575,-2.11287378070642,0.0449559641913529,0.324013404431018,-4.09004297979285
"254263_at","254263_at","254263","CNIH2","cornichon family AMPA receptor auxiliary protein 2",-0.101747626249999,4.350474433125,-2.112688853691,0.0449732478260106,0.324013404431018,-4.09036770863898
"375704_at","375704_at","375704","ENHO","energy homeostasis associated",-0.1460938902,3.8126328069,-2.11223163950396,0.0450160054783436,0.324152713746241,-4.09117048697967
"645212_at","645212_at","645212","EIF3J-DT","EIF3J divergent transcript",-0.113279303850001,6.228495432675,-2.11094418000175,0.0451366013728587,0.324852086843663,-4.09343038266091
"57480_at","57480_at","57480","PLEKHG1","pleckstrin homology and RhoGEF domain containing G1",0.174981377099999,4.72189429335,2.10883728432099,0.045334577402378,0.326107355118977,-4.09712663757842
"51185_at","51185_at","51185","CRBN","cereblon",-0.104509613749997,8.264853175825,-2.10741355629258,0.0454687986231194,0.326902946983882,-4.0996229570428
"3028_at","3028_at","3028","HSD17B10","hydroxysteroid 17-beta dehydrogenase 10",-0.0992834801500013,6.878824419325,-2.10689263636588,0.0455179968432976,0.327061451886364,-4.10053603651735
"79019_at","79019_at","79019","CENPM","centromere protein M",-0.102424215099998,4.33746204615,-2.1066798383631,0.0455381082214612,0.327061451886364,-4.10090898942274
"8847_at","8847_at","8847","DLEU2","deleted in lymphocytic leukemia 2",-0.172965770149999,6.547743363875,-2.10642400953638,0.0455622969322674,0.327065451007563,-4.10135732503776
"144100_at","144100_at","144100","PLEKHA7","pleckstrin homology domain containing A7",-0.146214621700002,4.28995332825,-2.10600148429698,0.0456022720178479,0.327182708515819,-4.10209771255932
"64072_at","64072_at","64072","CDH23","cadherin related 23",0.14817145025,5.589215346675,2.10540410407585,0.0456588436539299,0.327418858119373,-4.10314432547922
"23742_at","23742_at","23742","NPAP1","nuclear pore associated protein 1",-0.132979453700001,4.8098106996,-2.10457524556076,0.0457374401436938,0.327712797822407,-4.10459615646845
"6259_at","6259_at","6259","RYK","receptor like tyrosine kinase",-0.0875766413499992,8.315622701275,-2.10447250287125,0.0457471911411048,0.327712797822407,-4.10477609389514
"58499_at","58499_at","58499","ZNF462","zinc finger protein 462",0.175550654449998,8.464550306375,2.10389241588493,0.0458022803286346,0.327937692575428,-4.10579191206019
"11221_at","11221_at","11221","DUSP10","dual specificity phosphatase 10",0.206146895499999,7.3373972982,2.10302033099184,0.0458852113506119,0.328083991876471,-4.10731870476828
"23514_at","23514_at","23514","SPIDR","scaffold protein involved in DNA repair",0.115585761900003,6.0066021162,2.10273349240838,0.0459125176309224,0.328083991876471,-4.10782079041527
"113829_at","113829_at","113829","SLC35A4","solute carrier family 35 member A4",-0.0869765507999976,8.6844460868,-2.10257923311051,0.0459272087186044,0.328083991876471,-4.10809078852143
"2222_at","2222_at","2222","FDFT1","farnesyl-diphosphate farnesyltransferase 1",0.0930316281999968,9.5518293174,2.10197978458091,0.0459843379001494,0.328083991876471,-4.10913986827241
"6125_at","6125_at","6125","RPL5","ribosomal protein L5",-0.0727055480000036,11.5000600085,-2.1018915948946,0.0459927479918627,0.328083991876471,-4.10929418970738
"57446_at","57446_at","57446","NDRG3","NDRG family member 3",-0.0991945680500015,7.571175328025,-2.1017569156348,0.046005594153362,0.328083991876471,-4.10952985388201
"7181_at","7181_at","7181","NR2C1","nuclear receptor subfamily 2 group C member 1",-0.116375220699998,7.5593218882,-2.10168163649413,0.0460127759289533,0.328083991876471,-4.10966157420662
"116835_at","116835_at","116835","HSPA12B","heat shock protein family A (Hsp70) member 12B",0.123610173649999,5.564897366075,2.10160486896523,0.0460201007318986,0.328083991876471,-4.10979589555716
"54583_at","54583_at","54583","EGLN1","egl-9 family hypoxia inducible factor 1",-0.103638415699999,8.8736560307,-2.10143761416735,0.046036063021973,0.328083991876471,-4.11008853238346
"54480_at","54480_at","54480","CHPF2","chondroitin polymerizing factor 2",0.123551438100001,5.1251710978,2.10068432412684,0.046108016101513,0.328274885440512,-4.11140632816038
"26046_at","26046_at","26046","LTN1","listerin E3 ubiquitin protein ligase 1",-0.120052892749999,7.162693147475,-2.10066056284068,0.0461102873769042,0.328274885440512,-4.11144789063159
"6044_at","6044_at","6044","SNORA62","small nucleolar RNA, H/ACA box 62",0.34492747995,5.225920224675,2.09959320812866,0.0462124160583793,0.328832821721321,-4.11331454395652
"2313_at","2313_at","2313","FLI1","Fli-1 proto-oncogene, ETS transcription factor",0.13603822135,5.735771608425,2.09891734250411,0.0462771900336258,0.32912451699146,-4.11449620504537
"10178_at","10178_at","10178","TENM1","teneurin transmembrane protein 1",0.143358034600001,4.4482916522,2.09736203718035,0.0464265565410103,0.330017227800504,-4.11721446841733
"79057_at","79057_at","79057","PRRG3","proline rich and Gla domain 3",0.169973182150002,3.804530099875,2.09669442117573,0.0464908042777579,0.330304276798855,-4.11838086530921
"9911_at","9911_at","9911","TMCC2","transmembrane and coiled-coil domain family 2",0.140719254899999,4.99242462865,2.09583452469967,0.0465736730979309,0.33061698240383,-4.11988282513007
"282616_at","282616_at","282616","IFNL2","interferon lambda 2",-0.163230631949998,3.888031744325,-2.09562021066589,0.0465943472246055,0.33061698240383,-4.12025709695989
"123283_at","123283_at","123283","TARS3","threonyl-tRNA synthetase 3",-0.107544062799999,7.5736286773,-2.09546058506507,0.0466097510765166,0.33061698240383,-4.1205358455911
"80219_at","80219_at","80219","COQ10B","coenzyme Q10B",-0.146410010849999,6.603736805025,-2.09524696936682,0.046630372084702,0.33061698240383,-4.12090885267279
"23539_at","23539_at","23539","SLC16A8","solute carrier family 16 member 8",-0.12072451775,4.428392205175,-2.09405128571072,0.0467459458209228,0.331266712832346,-4.12299622974596
"54922_at","54922_at","54922","RASIP1","Ras interacting protein 1",0.101137920499999,5.7406954099,2.09360208888323,0.0467894308730243,0.331405180799722,-4.12378021037993
"7260_at","7260_at","7260","EIPR1","EARP complex and GARP complex interacting protein 1",-0.102316536100001,5.80825548815,-2.09299618378824,0.0468481435007082,0.331449729904919,-4.12483751183385
"116986_at","116986_at","116986","AGAP2","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",0.151239952400002,5.32086846215,2.09258656495758,0.0468878731240175,0.331449729904919,-4.12555217676232
"23708_at","23708_at","23708","GSPT2","G1 to S phase transition 2",-0.113776011400001,5.44640990575,-2.0924443894514,0.0469016700003207,0.331449729904919,-4.12580020914482
"55199_at","55199_at","55199","FAM86C1P","family with sequence similarity 86 member C1, pseudogene",-0.156457151949996,4.376732626675,-2.09238360467759,0.0469075697317784,0.331449729904919,-4.12590624776699
"5422_at","5422_at","5422","POLA1","DNA polymerase alpha 1, catalytic subunit",-0.103359109100001,5.849738013,-2.09204654569067,0.0469402964917433,0.331449729904919,-4.12649420682704
"54839_at","54839_at","54839","LRRC49","leucine rich repeat containing 49",-0.16964400605,4.539259013675,-2.09182780676324,0.0469615458686565,0.331449729904919,-4.12687573621592
"29127_at","29127_at","29127","RACGAP1","Rac GTPase activating protein 1",0.114902419800002,4.4793492431,2.09143916177075,0.0469993219499674,0.331449729904919,-4.12755355263215
"80124_at","80124_at","80124","VCPIP1","valosin containing protein interacting protein 1",-0.10047203435,7.046391893575,-2.09114882560493,0.0470275601728049,0.331449729904919,-4.12805985756718
"100188893_at","100188893_at","100188893","TOMM6","translocase of outer mitochondrial membrane 6",-0.117649369649998,8.744988962375,-2.09107501099414,0.0470347418293925,0.331449729904919,-4.1281885721097
"9901_at","9901_at","9901","SRGAP3","SLIT-ROBO Rho GTPase activating protein 3",-0.147867226799997,5.0455244027,-2.09107022676221,0.0470352073362183,0.331449729904919,-4.1281969145278
"55813_at","55813_at","55813","UTP6","UTP6 small subunit processome component",-0.117992034549999,5.775565696975,-2.09034914477523,0.0471054158298399,0.33177554966157,-4.12945413964815
"79658_at","79658_at","79658","ARHGAP10","Rho GTPase activating protein 10",-0.0923124844499954,7.220342730675,-2.08953302046427,0.0471849910419553,0.331885291066623,-4.13087671728403
"56111_at","56111_at","56111","PCDHGA4","protocadherin gamma subfamily A, 4",-0.191612105950001,4.813415957325,-2.08937626791079,0.0472002887426035,0.331885291066623,-4.13114990768175
"9127_at","9127_at","9127","P2RX6","purinergic receptor P2X 6",0.142257562649998,7.137665979925,2.08935535388956,0.04720233010592,0.331885291066623,-4.13118635585552
"23630_at","23630_at","23630","KCNE5","potassium voltage-gated channel subfamily E regulatory subunit 5",0.193214011100001,4.2129780558,2.08920592778666,0.0472169174935101,0.331885291066623,-4.13144676284586
"374354_at","374354_at","374354","NHLRC2","NHL repeat containing 2",-0.134493725899999,8.28323324735,-2.08775629281138,0.0473586439037135,0.332513869888184,-4.13397240351986
"83892_at","83892_at","83892","KCTD10","potassium channel tetramerization domain containing 10",0.1271659533,5.9395693871,2.08745825401501,0.0473878292716532,0.332513869888184,-4.13449151644114
"10782_at","10782_at","10782","ZNF274","zinc finger protein 274",-0.108236694049997,5.117690641175,-2.08738529690196,0.0473949760226516,0.332513869888184,-4.1346185827374
"154881_at","154881_at","154881","KCTD7","potassium channel tetramerization domain containing 7",0.156820127250001,5.463396818075,2.08730904132219,0.047402446913973,0.332513869888184,-4.13475139059663
"8519_at","8519_at","8519","IFITM1","interferon induced transmembrane protein 1",0.153407893100001,8.55790506545,2.08689545311938,0.047442985181413,0.332629642811933,-4.13547164437773
"23316_at","23316_at","23316","CUX2","cut like homeobox 2",-0.0917254203500022,3.928733014425,-2.0847598589823,0.0476528003952085,0.333848247991938,-4.13918918037035
"203427_at","203427_at","203427","SLC25A43","solute carrier family 25 member 43",0.149329205799999,4.6526035786,2.08463554937764,0.0476650388751495,0.333848247991938,-4.13940549236325
"158405_at","158405_at","158405","KIAA1958","KIAA1958",0.141159429199999,4.1065312469,2.08430329203431,0.0476977639113896,0.333855763912373,-4.13998361242934
"79156_at","79156_at","79156","PLEKHF1","pleckstrin homology and FYVE domain containing 1",-0.156254682549999,7.215253856475,-2.08388438987811,0.0477390514297611,0.333855763912373,-4.14071240281878
"960_at","960_at","960","CD44","CD44 molecule (Indian blood group)",0.2109404854,7.11254472645,2.08364863560148,0.0477623016856409,0.333855763912373,-4.14112251536477
"7189_at","7189_at","7189","TRAF6","TNF receptor associated factor 6",-0.118453799449999,6.967191619375,-2.08364559049195,0.0477626020626083,0.333855763912373,-4.14112781235785
"10964_at","10964_at","10964","IFI44L","interferon induced protein 44 like",0.202058230099999,6.80131274885,2.08285549756991,0.0478405957147481,0.333864967379105,-4.14250200689008
"60493_at","60493_at","60493","FASTKD5","FAST kinase domains 5",-0.10873288745,7.166148785025,-2.08269315272473,0.0478566355752292,0.333864967379105,-4.14278432630756
"2840_at","2840_at","2840","GPR17","G protein-coupled receptor 17",0.116171798699999,3.88514661545,2.08267391336073,0.0478585367648294,0.333864967379105,-4.14281778277075
"1388_at","1388_at","1388","ATF6B","activating transcription factor 6 beta",0.126183802599999,7.1362860809,2.08243115834667,0.0478825310451585,0.333864967379105,-4.14323990562728
"7334_at","7334_at","7334","UBE2N","ubiquitin conjugating enzyme E2 N",-0.100753271499999,6.6438463759,-2.08219459783233,0.0479059233756019,0.333864967379105,-4.14365122463295
"360132_at","360132_at","360132","FKBP9P1","FKBP prolyl isomerase 9 pseudogene 1",-0.105598394499999,4.2514346811,-2.08216695111889,0.0479086578912502,0.333864967379105,-4.14369929320405
"64926_at","64926_at","64926","RASAL3","RAS protein activator like 3",0.128600324849999,3.914667945375,2.08186312731655,0.0479387180497796,0.333906319984373,-4.14422751446864
"8975_at","8975_at","8975","USP13","ubiquitin specific peptidase 13",-0.0800673590000027,10.5006144475,-2.08159089751475,0.047965666605997,0.333925968725854,-4.14470076237931
"5155_at","5155_at","5155","PDGFB","platelet derived growth factor subunit B",0.18762354055,5.383957463675,2.08002531982968,0.0481209086561834,0.334745617435991,-4.14742156244097
"29995_at","29995_at","29995","LMCD1","LIM and cysteine rich domains 1",-0.111016225000002,9.4308644627,-2.07976683133697,0.048146583328848,0.334745617435991,-4.14787065212641
